scenario,scenario_seed,planner,node_count,lora_nodes,zigbee_nodes,ble_nodes,wifi_nodes,total_time_s,flight_distance_m,max_blackout_s,wait_time_s,service_time_s,protocol_switches,radio_obstacle_hits,mission_feasible,runtime_ms,route
random_heterogeneous_iot_reference_seed_132,132,am_ppo_plus_ls,14,5,3,2,4,1325.242,2471.89,65.666,429.718,677.718,13,0,True,1342.2,N14 -> N08 -> N01 -> N12 -> N09 -> N07 -> N11 -> N03 -> N02 -> N06 -> N04 -> N13 -> N05 -> N10
random_heterogeneous_iot_reference_seed_133,133,distance_only,14,6,3,0,5,2129.182,2822.479,211.3,1058.221,846.759,8,0,False,0.023,N11 -> N07 -> N01 -> N03 -> N09 -> N10 -> N08 -> N14 -> N02 -> N06 -> N05 -> N04 -> N13 -> N12
random_heterogeneous_iot_reference_seed_133,133,ordinary_collection,14,6,3,0,5,1700.09,2501.806,187.844,637.273,864.088,9,0,False,10.47,N07 -> N01 -> N03 -> N09 -> N12 -> N08 -> N10 -> N14 -> N02 -> N06 -> N05 -> N04 -> N13 -> N11
random_heterogeneous_iot_reference_seed_133,133,protocol_aware,14,6,3,0,5,1246.107,2885.398,65.982,161.565,855.342,9,0,True,322.703,N12 -> N08 -> N09 -> N11 -> N13 -> N06 -> N05 -> N04 -> N03 -> N02 -> N14 -> N10 -> N01 -> N07
random_heterogeneous_iot_reference_seed_133,133,bounded_blackout,14,6,3,0,5,1246.107,2885.398,65.982,161.565,855.342,9,0,True,1659.91,N12 -> N08 -> N09 -> N11 -> N13 -> N06 -> N05 -> N04 -> N03 -> N02 -> N14 -> N10 -> N01 -> N07
random_heterogeneous_iot_reference_seed_133,133,genetic_algorithm,14,6,3,0,5,1418.695,2787.912,101.528,346.839,850.4,11,0,True,633.113,N08 -> N12 -> N01 -> N09 -> N03 -> N04 -> N05 -> N06 -> N14 -> N10 -> N13 -> N02 -> N07 -> N11
random_heterogeneous_iot_reference_seed_133,133,particle_swarm,14,6,3,0,5,1418.664,2929.448,77.502,327.921,858.045,11,0,True,203.571,N12 -> N08 -> N09 -> N01 -> N06 -> N14 -> N04 -> N05 -> N03 -> N10 -> N13 -> N02 -> N07 -> N11
random_heterogeneous_iot_reference_seed_133,133,ga_blackout,14,6,3,0,5,1246.107,2885.398,65.982,161.565,855.342,9,0,True,1118.347,N12 -> N08 -> N09 -> N11 -> N13 -> N06 -> N05 -> N04 -> N03 -> N02 -> N14 -> N10 -> N01 -> N07
random_heterogeneous_iot_reference_seed_133,133,pso_blackout,14,6,3,0,5,1246.107,2885.398,65.982,161.565,855.342,9,0,True,640.826,N12 -> N08 -> N09 -> N11 -> N13 -> N06 -> N05 -> N04 -> N03 -> N02 -> N14 -> N10 -> N01 -> N07
random_heterogeneous_iot_reference_seed_133,133,q_learning_blackout,14,6,3,0,5,1463.118,3600.826,129.557,337.225,839.864,8,0,True,43.983,N13 -> N04 -> N03 -> N05 -> N01 -> N07 -> N12 -> N09 -> N06 -> N02 -> N14 -> N10 -> N11 -> N08
random_heterogeneous_iot_reference_seed_133,133,neural_q_blackout,14,6,3,0,5,1735.916,3450.068,125.908,591.204,870.659,8,0,False,2220.105,N09 -> N12 -> N10 -> N14 -> N03 -> N04 -> N01 -> N06 -> N05 -> N11 -> N02 -> N07 -> N08 -> N13
random_heterogeneous_iot_reference_seed_133,133,am_ppo,14,6,3,0,5,1741.09,3132.964,204.982,638.763,853.463,6,0,False,1424.161,N04 -> N01 -> N13 -> N07 -> N09 -> N12 -> N10 -> N06 -> N05 -> N08 -> N11 -> N02 -> N03 -> N14
random_heterogeneous_iot_reference_seed_133,133,am_ppo_plus_ls,14,6,3,0,5,1672.005,3095.798,149.399,544.83,881.263,8,0,False,1399.676,N13 -> N07 -> N04 -> N01 -> N09 -> N12 -> N14 -> N06 -> N05 -> N03 -> N11 -> N02 -> N08 -> N10
random_heterogeneous_iot_reference_seed_134,134,distance_only,14,2,6,4,2,963.687,2286.823,102.7,406.117,370.463,12,0,True,0.023,N04 -> N10 -> N09 -> N05 -> N07 -> N12 -> N08 -> N01 -> N14 -> N13 -> N03 -> N06 -> N11 -> N02
random_heterogeneous_iot_reference_seed_134,134,ordinary_collection,14,2,6,4,2,1083.957,2325.28,150.729,521.16,372.545,11,0,True,12.792,N02 -> N06 -> N11 -> N14 -> N01 -> N13 -> N03 -> N08 -> N12 -> N07 -> N05 -> N09 -> N10 -> N04
random_heterogeneous_iot_reference_seed_134,134,protocol_aware,14,2,6,4,2,787.399,3230.009,63.388,146.136,376.986,10,0,True,245.658,N04 -> N05 -> N08 -> N06 -> N01 -> N14 -> N13 -> N03 -> N07 -> N09 -> N12 -> N02 -> N11 -> N10
random_heterogeneous_iot_reference_seed_134,134,bounded_blackout,14,2,6,4,2,776.09,3489.553,49.588,114.455,376.123,11,0,True,1586.582,N04 -> N05 -> N08 -> N13 -> N14 -> N01 -> N12 -> N03 -> N07 -> N02 -> N06 -> N09 -> N11 -> N10
random_heterogeneous_iot_reference_seed_134,134,genetic_algorithm,14,2,6,4,2,787.399,3230.009,63.388,146.136,376.986,10,0,True,652.842,N04 -> N05 -> N08 -> N06 -> N01 -> N14 -> N13 -> N03 -> N07 -> N09 -> N12 -> N02 -> N11 -> N10
random_heterogeneous_iot_reference_seed_134,134,particle_swarm,14,2,6,4,2,787.399,3230.009,63.388,146.136,376.986,10,0,True,223.354,N04 -> N05 -> N08 -> N06 -> N01 -> N14 -> N13 -> N03 -> N07 -> N09 -> N12 -> N02 -> N11 -> N10
random_heterogeneous_iot_reference_seed_134,134,ga_blackout,14,2,6,4,2,776.09,3489.553,49.588,114.455,376.123,11,0,True,1117.795,N04 -> N05 -> N08 -> N13 -> N14 -> N01 -> N12 -> N03 -> N07 -> N02 -> N06 -> N09 -> N11 -> N10
random_heterogeneous_iot_reference_seed_134,134,pso_blackout,14,2,6,4,2,776.09,3489.553,49.588,114.455,376.123,11,0,True,641.752,N04 -> N05 -> N08 -> N13 -> N14 -> N01 -> N12 -> N03 -> N07 -> N02 -> N06 -> N09 -> N11 -> N10
random_heterogeneous_iot_reference_seed_134,134,q_learning_blackout,14,2,6,4,2,799.667,3774.084,62.433,109.334,381.54,9,0,True,60.892,N04 -> N01 -> N14 -> N09 -> N07 -> N05 -> N06 -> N08 -> N12 -> N13 -> N02 -> N03 -> N11 -> N10
random_heterogeneous_iot_reference_seed_134,134,neural_q_blackout,14,2,6,4,2,856.355,3084.788,51.662,226.879,377.081,10,0,True,2157.782,N04 -> N05 -> N08 -> N12 -> N14 -> N01 -> N13 -> N03 -> N07 -> N02 -> N06 -> N11 -> N10 -> N09
random_heterogeneous_iot_reference_seed_134,134,am_ppo,14,2,6,4,2,788.722,2929.302,51.487,170.927,378.121,10,0,True,1378.737,N04 -> N05 -> N08 -> N07 -> N01 -> N14 -> N13 -> N03 -> N12 -> N09 -> N06 -> N02 -> N11 -> N10
random_heterogeneous_iot_reference_seed_134,134,am_ppo_plus_ls,14,2,6,4,2,776.09,3489.553,49.588,114.455,376.123,11,0,True,1394.691,N04 -> N05 -> N08 -> N13 -> N14 -> N01 -> N12 -> N03 -> N07 -> N02 -> N06 -> N09 -> N11 -> N10
random_heterogeneous_iot_reference_seed_135,135,distance_only,14,4,2,6,2,1883.329,2529.107,187.346,715.486,955.032,11,3,False,0.028,N04 -> N09 -> N08 -> N13 -> N06 -> N03 -> N07 -> N02 -> N11 -> N14 -> N01 -> N05 -> N12 -> N10
random_heterogeneous_iot_reference_seed_135,135,ordinary_collection,14,4,2,6,2,1780.66,2270.126,172.908,604.445,985.196,11,3,False,10.937,N04 -> N10 -> N12 -> N05 -> N01 -> N14 -> N06 -> N03 -> N07 -> N02 -> N13 -> N11 -> N08 -> N09
random_heterogeneous_iot_reference_seed_135,135,protocol_aware,14,4,2,6,2,1497.132,3216.848,108.48,253.479,972.973,10,3,True,182.716,N11 -> N04 -> N06 -> N03 -> N07 -> N10 -> N08 -> N02 -> N13 -> N14 -> N01 -> N05 -> N12 -> N09
random_heterogeneous_iot_reference_seed_135,135,bounded_blackout,14,4,2,6,2,1356.964,3223.359,44.192,88.376,997.359,10,3,True,1537.629,N13 -> N12 -> N10 -> N06 -> N09 -> N08 -> N14 -> N01 -> N05 -> N07 -> N03 -> N11 -> N02 -> N04
random_heterogeneous_iot_reference_seed_135,135,genetic_algorithm,14,4,2,6,2,1497.132,3216.848,108.48,253.479,972.973,10,3,True,668.683,N11 -> N04 -> N06 -> N03 -> N07 -> N10 -> N08 -> N02 -> N13 -> N14 -> N01 -> N05 -> N12 -> N09
random_heterogeneous_iot_reference_seed_135,135,particle_swarm,14,4,2,6,2,1497.132,3216.848,108.48,253.479,972.973,10,3,True,179.18,N11 -> N04 -> N06 -> N03 -> N07 -> N10 -> N08 -> N02 -> N13 -> N14 -> N01 -> N05 -> N12 -> N09
random_heterogeneous_iot_reference_seed_135,135,ga_blackout,14,4,2,6,2,1498.719,3084.59,84.167,287.041,952.126,9,3,True,1110.772,N09 -> N04 -> N08 -> N05 -> N03 -> N07 -> N01 -> N06 -> N14 -> N02 -> N11 -> N13 -> N12 -> N10
random_heterogeneous_iot_reference_seed_135,135,pso_blackout,14,4,2,6,2,1497.132,3271.018,88.288,235.078,986.815,10,3,True,588.63,N02 -> N04 -> N07 -> N10 -> N06 -> N11 -> N08 -> N14 -> N13 -> N03 -> N01 -> N05 -> N12 -> N09
random_heterogeneous_iot_reference_seed_135,135,q_learning_blackout,14,4,2,6,2,1742.202,3384.41,149.926,469.31,988.112,8,3,False,44.106,N14 -> N01 -> N03 -> N13 -> N02 -> N05 -> N12 -> N04 -> N11 -> N09 -> N10 -> N08 -> N07 -> N06
random_heterogeneous_iot_reference_seed_135,135,neural_q_blackout,14,4,2,6,2,1754.401,4124.687,131.15,430.118,977.213,7,3,False,2113.413,N14 -> N05 -> N09 -> N06 -> N10 -> N01 -> N02 -> N13 -> N12 -> N11 -> N04 -> N07 -> N08 -> N03
random_heterogeneous_iot_reference_seed_135,135,am_ppo,14,4,2,6,2,1841.859,3759.394,143.806,508.065,1017.461,6,3,False,1351.578,N13 -> N12 -> N01 -> N05 -> N11 -> N02 -> N09 -> N10 -> N03 -> N14 -> N08 -> N06 -> N07 -> N04
random_heterogeneous_iot_reference_seed_135,135,am_ppo_plus_ls,14,4,2,6,2,1701.528,3567.583,108.664,413.664,987.67,9,3,False,1369.969,N13 -> N02 -> N01 -> N12 -> N07 -> N05 -> N09 -> N10 -> N03 -> N14 -> N04 -> N06 -> N11 -> N08
random_heterogeneous_iot_reference_seed_136,136,distance_only,14,2,3,5,4,1194.903,2487.988,237.591,518.72,466.163,10,4,True,0.023,N10 -> N07 -> N05 -> N13 -> N12 -> N03 -> N06 -> N01 -> N04 -> N11 -> N09 -> N02 -> N14 -> N08
random_heterogeneous_iot_reference_seed_136,136,ordinary_collection,14,2,3,5,4,1442.247,2228.828,158.234,797.423,456.681,9,4,True,10.605,N05 -> N13 -> N12 -> N08 -> N03 -> N06 -> N01 -> N04 -> N11 -> N09 -> N02 -> N14 -> N07 -> N10
random_heterogeneous_iot_reference_seed_136,136,protocol_aware,14,2,3,5,4,929.736,3152.166,76.263,197.017,466.634,9,4,True,283.753,N04 -> N03 -> N01 -> N06 -> N02 -> N14 -> N09 -> N11 -> N13 -> N10 -> N12 -> N07 -> N05 -> N08
random_heterogeneous_iot_reference_seed_136,136,bounded_blackout,14,2,3,5,4,929.736,3152.166,76.263,197.017,466.634,9,4,True,1497.396,N04 -> N03 -> N01 -> N06 -> N02 -> N14 -> N09 -> N11 -> N13 -> N10 -> N12 -> N07 -> N05 -> N08
random_heterogeneous_iot_reference_seed_136,136,genetic_algorithm,14,2,3,5,4,1026.961,3336.216,87.016,286.194,459.145,11,4,True,748.639,N10 -> N07 -> N02 -> N09 -> N13 -> N12 -> N04 -> N08 -> N11 -> N05 -> N06 -> N01 -> N03 -> N14
random_heterogeneous_iot_reference_seed_136,136,particle_swarm,14,2,3,5,4,933.511,2893.237,92.726,234.854,454.429,10,4,True,231.926,N06 -> N07 -> N04 -> N02 -> N11 -> N14 -> N09 -> N01 -> N03 -> N08 -> N13 -> N12 -> N05 -> N10
random_heterogeneous_iot_reference_seed_136,136,ga_blackout,14,2,3,5,4,934.002,3358.942,57.14,196.225,454.236,10,4,True,1126.982,N10 -> N04 -> N11 -> N01 -> N06 -> N02 -> N14 -> N09 -> N05 -> N13 -> N12 -> N07 -> N03 -> N08
random_heterogeneous_iot_reference_seed_136,136,pso_blackout,14,2,3,5,4,930.115,3630.133,66.792,156.761,466.921,11,4,True,646.093,N07 -> N03 -> N01 -> N06 -> N02 -> N14 -> N04 -> N11 -> N13 -> N10 -> N12 -> N09 -> N05 -> N08
random_heterogeneous_iot_reference_seed_136,136,q_learning_blackout,14,2,3,5,4,1410.716,3644.933,158.886,650.384,452.65,9,4,True,37.263,N04 -> N02 -> N05 -> N01 -> N11 -> N09 -> N14 -> N07 -> N10 -> N06 -> N03 -> N13 -> N12 -> N08
random_heterogeneous_iot_reference_seed_136,136,neural_q_blackout,14,2,3,5,4,1189.521,4320.986,145.639,349.392,475.379,8,4,True,2192.846,N04 -> N11 -> N09 -> N03 -> N10 -> N05 -> N14 -> N01 -> N07 -> N13 -> N06 -> N02 -> N12 -> N08
random_heterogeneous_iot_reference_seed_136,136,am_ppo,14,2,3,5,4,882.295,3192.396,102.16,156.921,455.892,11,4,True,1368.064,N10 -> N01 -> N13 -> N07 -> N05 -> N14 -> N09 -> N04 -> N11 -> N02 -> N03 -> N08 -> N06 -> N12
random_heterogeneous_iot_reference_seed_136,136,am_ppo_plus_ls,14,2,3,5,4,1112.907,4470.37,63.141,262.904,472.642,11,4,True,1413.717,N01 -> N02 -> N06 -> N09 -> N11 -> N10 -> N05 -> N14 -> N08 -> N03 -> N13 -> N04 -> N07 -> N12
random_heterogeneous_iot_reference_seed_137,137,distance_only,14,3,4,3,4,1331.346,2604.206,123.266,627.555,484.623,12,1,True,0.023,N12 -> N14 -> N01 -> N10 -> N09 -> N07 -> N13 -> N11 -> N02 -> N03 -> N05 -> N08 -> N06 -> N04
random_heterogeneous_iot_reference_seed_137,137,ordinary_collection,14,3,4,3,4,1378.23,2589.289,124.466,676.132,484.186,11,1,True,15.348,N01 -> N10 -> N09 -> N07 -> N13 -> N11 -> N03 -> N02 -> N05 -> N08 -> N06 -> N04 -> N14 -> N12
random_heterogeneous_iot_reference_seed_137,137,protocol_aware,14,3,4,3,4,1130.531,3800.458,129.84,327.895,482.793,10,1,True,236.285,N13 -> N11 -> N03 -> N05 -> N07 -> N09 -> N04 -> N10 -> N06 -> N02 -> N14 -> N01 -> N12 -> N08
random_heterogeneous_iot_reference_seed_137,137,bounded_blackout,14,3,4,3,4,942.353,3818.977,59.614,124.775,496.176,12,1,True,1611.171,N14 -> N01 -> N04 -> N10 -> N09 -> N02 -> N13 -> N05 -> N03 -> N11 -> N06 -> N08 -> N07 -> N12
random_heterogeneous_iot_reference_seed_137,137,genetic_algorithm,14,3,4,3,4,1134.492,3365.832,115.613,368.261,482.965,8,1,True,632.861,N10 -> N11 -> N06 -> N05 -> N02 -> N03 -> N04 -> N13 -> N09 -> N07 -> N14 -> N01 -> N08 -> N12
random_heterogeneous_iot_reference_seed_137,137,particle_swarm,14,3,4,3,4,1134.492,3365.832,115.613,368.261,482.965,8,1,True,192.506,N10 -> N11 -> N06 -> N05 -> N02 -> N03 -> N04 -> N13 -> N09 -> N07 -> N14 -> N01 -> N08 -> N12
random_heterogeneous_iot_reference_seed_137,137,ga_blackout,14,3,4,3,4,1157.368,4893.175,76.847,231.815,513.747,12,1,True,1064.827,N02 -> N13 -> N07 -> N14 -> N09 -> N06 -> N04 -> N05 -> N11 -> N01 -> N03 -> N12 -> N10 -> N08
random_heterogeneous_iot_reference_seed_137,137,pso_blackout,14,3,4,3,4,1177.967,4683.498,67.35,289.271,494.537,10,1,True,606.001,N05 -> N11 -> N13 -> N02 -> N09 -> N03 -> N14 -> N12 -> N04 -> N06 -> N01 -> N07 -> N08 -> N10
random_heterogeneous_iot_reference_seed_137,137,q_learning_blackout,14,3,4,3,4,1436.119,4431.529,116.946,581.659,481.506,11,1,True,40.023,N10 -> N14 -> N12 -> N11 -> N09 -> N04 -> N13 -> N05 -> N03 -> N06 -> N08 -> N02 -> N07 -> N01
random_heterogeneous_iot_reference_seed_137,137,neural_q_blackout,14,3,4,3,4,1402.861,3764.497,112.808,578.788,507.256,11,1,True,2239.914,N14 -> N06 -> N02 -> N04 -> N05 -> N13 -> N11 -> N07 -> N03 -> N09 -> N10 -> N01 -> N12 -> N08
random_heterogeneous_iot_reference_seed_137,137,am_ppo,14,3,4,3,4,1187.441,3323.26,177.296,400.487,507.271,11,1,True,1444.99,N14 -> N04 -> N05 -> N06 -> N02 -> N03 -> N12 -> N13 -> N09 -> N07 -> N11 -> N10 -> N08 -> N01
random_heterogeneous_iot_reference_seed_137,137,am_ppo_plus_ls,14,3,4,3,4,1188.905,5064.892,81.934,266.037,496.61,11,1,True,1380.589,N13 -> N11 -> N06 -> N04 -> N08 -> N07 -> N12 -> N02 -> N05 -> N14 -> N03 -> N10 -> N09 -> N01
random_heterogeneous_iot_reference_seed_138,138,distance_only,14,3,5,1,5,1730.935,2608.356,215.732,771.808,745.468,10,3,False,0.021,N10 -> N08 -> N05 -> N04 -> N11 -> N02 -> N14 -> N12 -> N03 -> N13 -> N06 -> N07 -> N01 -> N09
random_heterogeneous_iot_reference_seed_138,138,ordinary_collection,14,3,5,1,5,1644.098,2352.226,189.248,736.877,714.543,9,3,False,15.878,N10 -> N08 -> N06 -> N13 -> N03 -> N07 -> N01 -> N09 -> N12 -> N14 -> N02 -> N04 -> N05 -> N11
random_heterogeneous_iot_reference_seed_138,138,protocol_aware,14,3,5,1,5,1174.737,3011.233,67.826,214.004,714.074,7,3,True,334.078,N05 -> N12 -> N13 -> N06 -> N07 -> N03 -> N09 -> N02 -> N01 -> N11 -> N04 -> N10 -> N14 -> N08
random_heterogeneous_iot_reference_seed_138,138,bounded_blackout,14,3,5,1,5,1174.737,3011.233,67.826,214.004,714.074,7,3,True,2010.527,N05 -> N12 -> N13 -> N06 -> N07 -> N03 -> N09 -> N02 -> N01 -> N11 -> N04 -> N10 -> N14 -> N08
random_heterogeneous_iot_reference_seed_138,138,genetic_algorithm,14,3,5,1,5,1181.189,3644.911,92.789,154.133,728.491,12,3,True,686.361,N02 -> N09 -> N07 -> N05 -> N12 -> N04 -> N11 -> N13 -> N03 -> N01 -> N06 -> N10 -> N14 -> N08
random_heterogeneous_iot_reference_seed_138,138,particle_swarm,14,3,5,1,5,1144.451,2978.483,68.201,195.795,704.68,9,3,True,233.779,N04 -> N06 -> N12 -> N08 -> N05 -> N01 -> N09 -> N07 -> N13 -> N03 -> N02 -> N11 -> N10 -> N14
random_heterogeneous_iot_reference_seed_138,138,ga_blackout,14,3,5,1,5,1174.737,3011.233,67.826,214.004,714.074,7,3,True,1148.541,N05 -> N12 -> N13 -> N06 -> N07 -> N03 -> N09 -> N02 -> N01 -> N11 -> N04 -> N10 -> N14 -> N08
random_heterogeneous_iot_reference_seed_138,138,pso_blackout,14,3,5,1,5,1144.517,3360.033,49.49,144.279,725.008,10,3,True,770.474,N05 -> N12 -> N09 -> N02 -> N07 -> N03 -> N13 -> N01 -> N08 -> N06 -> N11 -> N04 -> N10 -> N14
random_heterogeneous_iot_reference_seed_138,138,q_learning_blackout,14,3,5,1,5,1435.733,3066.562,132.029,427.879,756.663,6,3,True,50.456,N04 -> N02 -> N10 -> N06 -> N12 -> N08 -> N03 -> N07 -> N13 -> N01 -> N09 -> N05 -> N14 -> N11
random_heterogeneous_iot_reference_seed_138,138,neural_q_blackout,14,3,5,1,5,1427.436,3831.997,85.388,348.954,764.592,5,3,True,2138.326,N02 -> N03 -> N10 -> N04 -> N09 -> N01 -> N13 -> N06 -> N12 -> N08 -> N07 -> N14 -> N05 -> N11
random_heterogeneous_iot_reference_seed_138,138,am_ppo,14,3,5,1,5,1440.627,3352.193,177.597,410.176,755.863,6,3,True,1326.573,N11 -> N10 -> N04 -> N02 -> N08 -> N01 -> N12 -> N13 -> N06 -> N07 -> N09 -> N05 -> N14 -> N03
random_heterogeneous_iot_reference_seed_138,138,am_ppo_plus_ls,14,3,5,1,5,1437.841,4043.923,92.789,343.396,763.195,12,3,True,1323.595,N11 -> N03 -> N06 -> N10 -> N08 -> N01 -> N13 -> N02 -> N04 -> N07 -> N05 -> N09 -> N14 -> N12
random_heterogeneous_iot_reference_seed_139,139,distance_only,14,5,2,5,2,1750.542,2849.284,207.215,703.842,785.225,8,1,False,0.024,N10 -> N11 -> N09 -> N08 -> N12 -> N04 -> N03 -> N13 -> N02 -> N01 -> N07 -> N05 -> N06 -> N14
random_heterogeneous_iot_reference_seed_139,139,ordinary_collection,14,5,2,5,2,1554.724,2250.19,125.701,545.153,803.075,8,1,False,9.351,N06 -> N09 -> N08 -> N12 -> N14 -> N03 -> N04 -> N13 -> N02 -> N01 -> N07 -> N05 -> N11 -> N10
random_heterogeneous_iot_reference_seed_139,139,protocol_aware,14,5,2,5,2,1219.715,3225.291,73.856,131.795,791.941,9,1,True,246.823,N12 -> N10 -> N03 -> N04 -> N13 -> N02 -> N05 -> N06 -> N11 -> N09 -> N01 -> N07 -> N14 -> N08
random_heterogeneous_iot_reference_seed_139,139,bounded_blackout,14,5,2,5,2,1219.715,3225.291,73.856,131.795,791.941,9,1,True,1583.272,N12 -> N10 -> N03 -> N04 -> N13 -> N02 -> N05 -> N06 -> N11 -> N09 -> N01 -> N07 -> N14 -> N08
random_heterogeneous_iot_reference_seed_139,139,genetic_algorithm,14,5,2,5,2,1263.195,2986.03,80.781,196.59,792.582,10,1,True,716.723,N07 -> N10 -> N06 -> N11 -> N02 -> N04 -> N03 -> N13 -> N12 -> N01 -> N08 -> N05 -> N09 -> N14
random_heterogeneous_iot_reference_seed_139,139,particle_swarm,14,5,2,5,2,1263.195,2986.03,80.781,196.59,792.582,10,1,True,247.213,N07 -> N10 -> N06 -> N11 -> N02 -> N04 -> N03 -> N13 -> N12 -> N01 -> N08 -> N05 -> N09 -> N14
random_heterogeneous_iot_reference_seed_139,139,ga_blackout,14,5,2,5,2,1219.715,3225.291,73.856,131.795,791.941,9,1,True,1122.076,N12 -> N10 -> N03 -> N04 -> N13 -> N02 -> N05 -> N06 -> N11 -> N09 -> N01 -> N07 -> N14 -> N08
random_heterogeneous_iot_reference_seed_139,139,pso_blackout,14,5,2,5,2,1219.715,3225.291,73.856,131.795,791.941,9,1,True,648.877,N12 -> N10 -> N03 -> N04 -> N13 -> N02 -> N05 -> N06 -> N11 -> N09 -> N01 -> N07 -> N14 -> N08
random_heterogeneous_iot_reference_seed_139,139,q_learning_blackout,14,5,2,5,2,1443.0,3063.242,103.649,373.445,788.446,8,1,True,39.169,N06 -> N05 -> N14 -> N10 -> N12 -> N02 -> N13 -> N03 -> N04 -> N09 -> N01 -> N08 -> N11 -> N07
random_heterogeneous_iot_reference_seed_139,139,neural_q_blackout,14,5,2,5,2,1459.39,3578.618,73.606,341.308,789.678,7,1,True,2091.601,N11 -> N12 -> N02 -> N04 -> N10 -> N13 -> N03 -> N05 -> N09 -> N01 -> N07 -> N06 -> N14 -> N08
random_heterogeneous_iot_reference_seed_139,139,am_ppo,14,5,2,5,2,1224.258,2595.104,150.871,198.179,787.931,6,1,True,1297.933,N11 -> N10 -> N05 -> N12 -> N13 -> N02 -> N04 -> N03 -> N09 -> N01 -> N08 -> N14 -> N06 -> N07
random_heterogeneous_iot_reference_seed_139,139,am_ppo_plus_ls,14,5,2,5,2,1314.012,2366.81,67.677,308.664,788.15,8,1,True,1384.006,N11 -> N07 -> N06 -> N05 -> N13 -> N02 -> N04 -> N03 -> N09 -> N01 -> N08 -> N14 -> N12 -> N10
random_heterogeneous_iot_reference_seed_140,140,distance_only,14,3,5,3,3,1646.323,3012.637,209.957,918.155,483.681,7,1,False,0.026,N01 -> N05 -> N03 -> N14 -> N04 -> N09 -> N06 -> N11 -> N02 -> N07 -> N10 -> N13 -> N08 -> N12
random_heterogeneous_iot_reference_seed_140,140,ordinary_collection,14,3,5,3,3,1661.613,2402.238,234.893,983.254,483.408,8,1,False,26.876,N01 -> N05 -> N03 -> N14 -> N12 -> N10 -> N13 -> N08 -> N11 -> N02 -> N06 -> N09 -> N04 -> N07
random_heterogeneous_iot_reference_seed_140,140,protocol_aware,14,3,5,3,3,964.831,3689.694,107.582,148.996,516.403,12,1,True,298.878,N04 -> N02 -> N12 -> N10 -> N03 -> N11 -> N08 -> N13 -> N01 -> N06 -> N14 -> N09 -> N07 -> N05
random_heterogeneous_iot_reference_seed_140,140,bounded_blackout,14,3,5,3,3,966.128,3693.933,85.783,171.211,495.142,10,1,True,1918.739,N04 -> N01 -> N09 -> N03 -> N11 -> N06 -> N07 -> N12 -> N14 -> N08 -> N02 -> N13 -> N10 -> N05
random_heterogeneous_iot_reference_seed_140,140,genetic_algorithm,14,3,5,3,3,932.478,3313.292,53.778,169.659,493.934,10,1,True,686.96,N12 -> N03 -> N14 -> N04 -> N01 -> N13 -> N10 -> N08 -> N02 -> N09 -> N11 -> N06 -> N05 -> N07
random_heterogeneous_iot_reference_seed_140,140,particle_swarm,14,3,5,3,3,1004.365,3414.137,86.204,218.894,508.401,11,1,True,240.083,N04 -> N10 -> N12 -> N01 -> N13 -> N11 -> N08 -> N02 -> N06 -> N03 -> N09 -> N14 -> N05 -> N07
random_heterogeneous_iot_reference_seed_140,140,ga_blackout,14,3,5,3,3,971.458,4434.407,58.703,114.847,496.742,11,1,True,1223.083,N04 -> N01 -> N09 -> N03 -> N11 -> N06 -> N07 -> N12 -> N14 -> N08 -> N02 -> N13 -> N05 -> N10
random_heterogeneous_iot_reference_seed_140,140,pso_blackout,14,3,5,3,3,971.457,4607.423,58.703,103.407,494.142,9,1,True,741.312,N04 -> N01 -> N09 -> N06 -> N03 -> N11 -> N14 -> N07 -> N12 -> N08 -> N02 -> N13 -> N05 -> N10
random_heterogeneous_iot_reference_seed_140,140,q_learning_blackout,14,3,5,3,3,1329.961,4275.73,95.679,474.754,508.216,11,1,True,36.014,N08 -> N14 -> N11 -> N06 -> N09 -> N02 -> N13 -> N12 -> N07 -> N05 -> N10 -> N01 -> N03 -> N04
random_heterogeneous_iot_reference_seed_140,140,neural_q_blackout,14,3,5,3,3,907.827,3963.985,61.053,90.238,495.897,9,1,True,2133.681,N14 -> N03 -> N07 -> N01 -> N09 -> N06 -> N13 -> N10 -> N08 -> N11 -> N04 -> N05 -> N02 -> N12
random_heterogeneous_iot_reference_seed_140,140,am_ppo,14,3,5,3,3,971.426,3348.982,73.241,211.114,488.53,8,1,True,1369.913,N14 -> N03 -> N11 -> N09 -> N06 -> N02 -> N13 -> N08 -> N07 -> N05 -> N04 -> N01 -> N12 -> N10
random_heterogeneous_iot_reference_seed_140,140,am_ppo_plus_ls,14,3,5,3,3,925.6,3600.62,51.875,145.145,488.251,8,1,True,1499.542,N14 -> N03 -> N02 -> N07 -> N06 -> N10 -> N08 -> N13 -> N11 -> N05 -> N04 -> N01 -> N12 -> N09
random_heterogeneous_iot_reference_seed_141,141,distance_only,14,3,4,3,4,1420.538,2358.804,167.582,715.689,510.56,12,0,True,0.024,N06 -> N14 -> N10 -> N03 -> N07 -> N13 -> N05 -> N09 -> N01 -> N04 -> N11 -> N12 -> N08 -> N02
random_heterogeneous_iot_reference_seed_141,141,ordinary_collection,14,3,4,3,4,1558.57,2530.388,199.801,842.624,507.523,10,0,False,19.185,N06 -> N11 -> N12 -> N08 -> N02 -> N05 -> N13 -> N09 -> N04 -> N01 -> N07 -> N03 -> N10 -> N14
