search_mode,node_count,seed,scenario,planner,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,mission_feasible,runtime_ms,route
seed_only,100,502,random_heterogeneous_iot_reference_seed_502,bounded_blackout,5445.249,8227.406,89.844,1,0,201.606,N46 -> N93 -> N11 -> N06 -> N05 -> N59 -> N13 -> N01 -> N83 -> N95 -> N91 -> N33 -> N21 -> N39 -> N52 -> N86 -> N17 -> N76 -> N26 -> N50 -> N14 -> N48 -> N56 -> N32 -> N45 -> N60 -> N61 -> N36 -> N85 -> N100 -> N35 -> N24 -> N40 -> N04 -> N97 -> N44 -> N22 -> N74 -> N25 -> N55 -> N19 -> N41 -> N67 -> N12 -> N57 -> N73 -> N28 -> N10 -> N53 -> N78 -> N18 -> N72 -> N02 -> N81 -> N84 -> N87 -> N92 -> N54 -> N96 -> N79 -> N51 -> N88 -> N69 -> N66 -> N68 -> N65 -> N90 -> N08 -> N63 -> N71 -> N34 -> N42 -> N27 -> N70 -> N77 -> N94 -> N62 -> N64 -> N38 -> N58 -> N23 -> N29 -> N47 -> N99 -> N89 -> N80 -> N82 -> N43 -> N16 -> N37 -> N75 -> N07 -> N49 -> N30 -> N15 -> N09 -> N31 -> N03 -> N98 -> N20
seed_only,100,503,random_heterogeneous_iot_reference_seed_503,distance_only,10629.641,5110.432,224.003,0,0,0.836,N20 -> N88 -> N30 -> N52 -> N34 -> N35 -> N07 -> N81 -> N15 -> N33 -> N95 -> N39 -> N87 -> N21 -> N82 -> N61 -> N58 -> N70 -> N84 -> N56 -> N14 -> N98 -> N41 -> N12 -> N38 -> N40 -> N01 -> N25 -> N72 -> N71 -> N86 -> N69 -> N51 -> N11 -> N19 -> N97 -> N78 -> N83 -> N96 -> N32 -> N68 -> N06 -> N92 -> N91 -> N05 -> N65 -> N73 -> N85 -> N24 -> N67 -> N03 -> N36 -> N29 -> N16 -> N46 -> N79 -> N28 -> N66 -> N31 -> N09 -> N02 -> N13 -> N59 -> N44 -> N17 -> N77 -> N99 -> N74 -> N08 -> N100 -> N57 -> N48 -> N93 -> N50 -> N53 -> N04 -> N26 -> N94 -> N37 -> N49 -> N89 -> N45 -> N55 -> N18 -> N43 -> N76 -> N90 -> N64 -> N27 -> N62 -> N54 -> N80 -> N60 -> N22 -> N23 -> N47 -> N10 -> N42 -> N75 -> N63
seed_only,100,503,random_heterogeneous_iot_reference_seed_503,protocol_aware,7432.91,7636.704,130.066,0,0,30.557,N88 -> N22 -> N35 -> N34 -> N23 -> N30 -> N27 -> N62 -> N75 -> N47 -> N10 -> N26 -> N55 -> N37 -> N59 -> N93 -> N94 -> N17 -> N77 -> N04 -> N67 -> N92 -> N24 -> N05 -> N31 -> N85 -> N100 -> N09 -> N03 -> N12 -> N29 -> N97 -> N11 -> N68 -> N36 -> N25 -> N01 -> N46 -> N69 -> N16 -> N79 -> N15 -> N39 -> N84 -> N70 -> N87 -> N95 -> N45 -> N18 -> N48 -> N08 -> N89 -> N13 -> N91 -> N41 -> N83 -> N66 -> N72 -> N86 -> N63 -> N76 -> N64 -> N54 -> N14 -> N58 -> N80 -> N43 -> N38 -> N56 -> N21 -> N20 -> N60 -> N32 -> N82 -> N61 -> N57 -> N02 -> N78 -> N96 -> N07 -> N73 -> N51 -> N19 -> N71 -> N33 -> N42 -> N81 -> N50 -> N65 -> N40 -> N28 -> N52 -> N44 -> N49 -> N90 -> N98 -> N06 -> N53 -> N74 -> N99
seed_only,100,503,random_heterogeneous_iot_reference_seed_503,bounded_blackout,7432.762,7652.871,121.23,0,0,202.66,N88 -> N22 -> N35 -> N34 -> N23 -> N30 -> N27 -> N62 -> N75 -> N47 -> N10 -> N26 -> N55 -> N37 -> N59 -> N93 -> N94 -> N17 -> N77 -> N04 -> N67 -> N92 -> N24 -> N05 -> N31 -> N85 -> N100 -> N09 -> N03 -> N12 -> N29 -> N97 -> N11 -> N68 -> N36 -> N25 -> N01 -> N46 -> N69 -> N16 -> N79 -> N15 -> N39 -> N84 -> N70 -> N87 -> N95 -> N45 -> N18 -> N48 -> N08 -> N89 -> N13 -> N91 -> N41 -> N83 -> N66 -> N72 -> N86 -> N63 -> N76 -> N64 -> N54 -> N14 -> N58 -> N80 -> N43 -> N38 -> N56 -> N21 -> N20 -> N60 -> N32 -> N82 -> N61 -> N57 -> N02 -> N78 -> N96 -> N07 -> N73 -> N51 -> N19 -> N71 -> N33 -> N42 -> N50 -> N65 -> N81 -> N49 -> N40 -> N28 -> N52 -> N44 -> N53 -> N90 -> N98 -> N06 -> N74 -> N99
seed_only,200,501,random_heterogeneous_iot_reference_seed_501,distance_only,20312.381,5880.514,229.182,0,0,3.078,N154 -> N130 -> N12 -> N129 -> N92 -> N114 -> N98 -> N05 -> N56 -> N138 -> N27 -> N159 -> N146 -> N109 -> N21 -> N177 -> N64 -> N170 -> N197 -> N115 -> N19 -> N16 -> N110 -> N25 -> N80 -> N15 -> N89 -> N101 -> N131 -> N102 -> N117 -> N73 -> N187 -> N53 -> N186 -> N181 -> N18 -> N36 -> N08 -> N63 -> N127 -> N88 -> N188 -> N14 -> N99 -> N85 -> N72 -> N100 -> N107 -> N167 -> N76 -> N123 -> N20 -> N47 -> N180 -> N135 -> N173 -> N106 -> N34 -> N112 -> N149 -> N11 -> N128 -> N192 -> N60 -> N04 -> N02 -> N68 -> N183 -> N39 -> N172 -> N97 -> N94 -> N82 -> N171 -> N24 -> N66 -> N69 -> N178 -> N83 -> N185 -> N28 -> N166 -> N118 -> N144 -> N38 -> N108 -> N09 -> N200 -> N51 -> N45 -> N67 -> N139 -> N196 -> N48 -> N163 -> N13 -> N158 -> N81 -> N07 -> N44 -> N155 -> N59 -> N157 -> N174 -> N06 -> N96 -> N95 -> N145 -> N55 -> N153 -> N32 -> N137 -> N35 -> N150 -> N134 -> N74 -> N156 -> N121 -> N43 -> N26 -> N169 -> N184 -> N189 -> N113 -> N162 -> N161 -> N86 -> N198 -> N54 -> N78 -> N46 -> N37 -> N151 -> N132 -> N148 -> N90 -> N176 -> N10 -> N77 -> N194 -> N65 -> N199 -> N23 -> N50 -> N122 -> N164 -> N136 -> N75 -> N175 -> N143 -> N141 -> N182 -> N116 -> N30 -> N152 -> N84 -> N105 -> N79 -> N49 -> N147 -> N195 -> N17 -> N125 -> N52 -> N124 -> N58 -> N87 -> N160 -> N33 -> N61 -> N111 -> N31 -> N71 -> N168 -> N01 -> N120 -> N41 -> N179 -> N42 -> N165 -> N70 -> N142 -> N104 -> N119 -> N93 -> N140 -> N91 -> N190 -> N193 -> N22 -> N126 -> N62 -> N29 -> N57 -> N40 -> N133 -> N191 -> N103 -> N03
seed_only,200,501,random_heterogeneous_iot_reference_seed_501,protocol_aware,13884.753,11953.799,123.504,0,0,123.261,N22 -> N154 -> N62 -> N29 -> N56 -> N177 -> N12 -> N129 -> N109 -> N114 -> N19 -> N27 -> N110 -> N197 -> N146 -> N03 -> N176 -> N164 -> N136 -> N132 -> N90 -> N10 -> N54 -> N77 -> N194 -> N65 -> N46 -> N37 -> N148 -> N162 -> N31 -> N161 -> N70 -> N41 -> N120 -> N26 -> N30 -> N179 -> N42 -> N111 -> N01 -> N165 -> N113 -> N152 -> N169 -> N105 -> N156 -> N71 -> N134 -> N84 -> N43 -> N153 -> N195 -> N55 -> N32 -> N49 -> N147 -> N137 -> N143 -> N116 -> N182 -> N139 -> N74 -> N81 -> N141 -> N45 -> N66 -> N09 -> N171 -> N166 -> N178 -> N144 -> N155 -> N83 -> N185 -> N118 -> N69 -> N67 -> N07 -> N145 -> N59 -> N48 -> N106 -> N108 -> N94 -> N180 -> N172 -> N50 -> N199 -> N173 -> N75 -> N119 -> N191 -> N103 -> N87 -> N33 -> N133 -> N52 -> N160 -> N125 -> N35 -> N168 -> N174 -> N51 -> N157 -> N175 -> N188 -> N72 -> N18 -> N85 -> N115 -> N126 -> N193 -> N140 -> N92 -> N64 -> N15 -> N21 -> N16 -> N73 -> N89 -> N53 -> N76 -> N184 -> N34 -> N112 -> N149 -> N39 -> N128 -> N192 -> N100 -> N08 -> N167 -> N123 -> N117 -> N88 -> N63 -> N127 -> N04 -> N02 -> N181 -> N101 -> N61 -> N86 -> N11 -> N60 -> N95 -> N44 -> N200 -> N124 -> N23 -> N93 -> N40 -> N122 -> N82 -> N107 -> N20 -> N68 -> N187 -> N24 -> N170 -> N80 -> N78 -> N25 -> N47 -> N198 -> N36 -> N58 -> N14 -> N142 -> N138 -> N13 -> N135 -> N158 -> N151 -> N104 -> N28 -> N102 -> N79 -> N183 -> N96 -> N57 -> N131 -> N189 -> N190 -> N05 -> N98 -> N130 -> N163 -> N91 -> N06 -> N186 -> N17 -> N38 -> N97 -> N196 -> N159 -> N99 -> N121 -> N150
seed_only,200,501,random_heterogeneous_iot_reference_seed_501,bounded_blackout,13884.753,11953.799,123.504,0,0,728.999,N22 -> N154 -> N62 -> N29 -> N56 -> N177 -> N12 -> N129 -> N109 -> N114 -> N19 -> N27 -> N110 -> N197 -> N146 -> N03 -> N176 -> N164 -> N136 -> N132 -> N90 -> N10 -> N54 -> N77 -> N194 -> N65 -> N46 -> N37 -> N148 -> N162 -> N31 -> N161 -> N70 -> N41 -> N120 -> N26 -> N30 -> N179 -> N42 -> N111 -> N01 -> N165 -> N113 -> N152 -> N169 -> N105 -> N156 -> N71 -> N134 -> N84 -> N43 -> N153 -> N195 -> N55 -> N32 -> N49 -> N147 -> N137 -> N143 -> N116 -> N182 -> N139 -> N74 -> N81 -> N141 -> N45 -> N66 -> N09 -> N171 -> N166 -> N178 -> N144 -> N155 -> N83 -> N185 -> N118 -> N69 -> N67 -> N07 -> N145 -> N59 -> N48 -> N106 -> N108 -> N94 -> N180 -> N172 -> N50 -> N199 -> N173 -> N75 -> N119 -> N191 -> N103 -> N87 -> N33 -> N133 -> N52 -> N160 -> N125 -> N35 -> N168 -> N174 -> N51 -> N157 -> N175 -> N188 -> N72 -> N18 -> N85 -> N115 -> N126 -> N193 -> N140 -> N92 -> N64 -> N15 -> N21 -> N16 -> N73 -> N89 -> N53 -> N76 -> N184 -> N34 -> N112 -> N149 -> N39 -> N128 -> N192 -> N100 -> N08 -> N167 -> N123 -> N117 -> N88 -> N63 -> N127 -> N04 -> N02 -> N181 -> N101 -> N61 -> N86 -> N11 -> N60 -> N95 -> N44 -> N200 -> N124 -> N23 -> N93 -> N40 -> N122 -> N82 -> N107 -> N20 -> N68 -> N187 -> N24 -> N170 -> N80 -> N78 -> N25 -> N47 -> N198 -> N36 -> N58 -> N14 -> N142 -> N138 -> N13 -> N135 -> N158 -> N151 -> N104 -> N28 -> N102 -> N79 -> N183 -> N96 -> N57 -> N131 -> N189 -> N190 -> N05 -> N98 -> N130 -> N163 -> N91 -> N06 -> N186 -> N17 -> N38 -> N97 -> N196 -> N159 -> N99 -> N121 -> N150
seed_only,200,502,random_heterogeneous_iot_reference_seed_502,distance_only,20110.947,6505.887,227.964,0,0,3.233,N182 -> N180 -> N11 -> N93 -> N156 -> N06 -> N104 -> N36 -> N91 -> N13 -> N23 -> N83 -> N106 -> N199 -> N77 -> N148 -> N168 -> N17 -> N101 -> N102 -> N26 -> N56 -> N61 -> N47 -> N89 -> N171 -> N155 -> N185 -> N14 -> N76 -> N183 -> N50 -> N137 -> N46 -> N33 -> N164 -> N99 -> N121 -> N82 -> N127 -> N150 -> N128 -> N15 -> N86 -> N30 -> N52 -> N39 -> N49 -> N178 -> N05 -> N142 -> N133 -> N84 -> N149 -> N21 -> N108 -> N169 -> N152 -> N09 -> N01 -> N161 -> N58 -> N129 -> N184 -> N124 -> N94 -> N135 -> N174 -> N27 -> N03 -> N08 -> N141 -> N181 -> N64 -> N42 -> N197 -> N38 -> N96 -> N62 -> N162 -> N195 -> N29 -> N163 -> N146 -> N48 -> N177 -> N112 -> N166 -> N31 -> N143 -> N130 -> N110 -> N70 -> N51 -> N79 -> N63 -> N192 -> N176 -> N45 -> N66 -> N125 -> N114 -> N109 -> N35 -> N04 -> N139 -> N32 -> N190 -> N170 -> N100 -> N117 -> N157 -> N115 -> N122 -> N37 -> N40 -> N68 -> N85 -> N196 -> N138 -> N188 -> N126 -> N134 -> N43 -> N140 -> N41 -> N22 -> N194 -> N07 -> N145 -> N90 -> N16 -> N78 -> N25 -> N20 -> N12 -> N103 -> N136 -> N34 -> N60 -> N158 -> N118 -> N198 -> N71 -> N88 -> N119 -> N65 -> N147 -> N175 -> N95 -> N59 -> N189 -> N80 -> N144 -> N187 -> N172 -> N98 -> N191 -> N200 -> N92 -> N87 -> N81 -> N107 -> N120 -> N72 -> N132 -> N123 -> N10 -> N53 -> N28 -> N111 -> N55 -> N19 -> N131 -> N154 -> N44 -> N193 -> N173 -> N97 -> N24 -> N105 -> N151 -> N69 -> N153 -> N74 -> N67 -> N75 -> N57 -> N73 -> N116 -> N179 -> N165 -> N159 -> N54 -> N160 -> N18 -> N02 -> N113 -> N167 -> N186
seed_only,200,502,random_heterogeneous_iot_reference_seed_502,protocol_aware,13688.267,10802.494,137.141,0,0,117.211,N142 -> N178 -> N182 -> N180 -> N39 -> N169 -> N99 -> N52 -> N86 -> N164 -> N21 -> N150 -> N82 -> N137 -> N33 -> N121 -> N14 -> N189 -> N80 -> N15 -> N167 -> N185 -> N165 -> N44 -> N55 -> N194 -> N24 -> N41 -> N40 -> N154 -> N131 -> N111 -> N22 -> N85 -> N158 -> N97 -> N138 -> N134 -> N153 -> N188 -> N103 -> N68 -> N179 -> N193 -> N173 -> N132 -> N10 -> N53 -> N116 -> N19 -> N73 -> N28 -> N120 -> N54 -> N72 -> N81 -> N02 -> N159 -> N160 -> N144 -> N92 -> N18 -> N87 -> N50 -> N199 -> N58 -> N197 -> N124 -> N38 -> N163 -> N29 -> N162 -> N31 -> N03 -> N195 -> N112 -> N175 -> N130 -> N147 -> N146 -> N110 -> N70 -> N79 -> N65 -> N198 -> N34 -> N88 -> N71 -> N126 -> N63 -> N43 -> N151 -> N145 -> N16 -> N20 -> N51 -> N122 -> N64 -> N42 -> N181 -> N62 -> N01 -> N77 -> N59 -> N13 -> N152 -> N91 -> N108 -> N23 -> N93 -> N95 -> N11 -> N06 -> N174 -> N166 -> N135 -> N177 -> N176 -> N66 -> N57 -> N74 -> N139 -> N32 -> N155 -> N30 -> N200 -> N127 -> N05 -> N49 -> N186 -> N109 -> N100 -> N17 -> N26 -> N101 -> N190 -> N35 -> N45 -> N157 -> N04 -> N76 -> N114 -> N98 -> N168 -> N90 -> N105 -> N56 -> N102 -> N117 -> N115 -> N119 -> N07 -> N46 -> N140 -> N67 -> N12 -> N75 -> N148 -> N161 -> N149 -> N83 -> N170 -> N60 -> N106 -> N125 -> N61 -> N184 -> N143 -> N172 -> N136 -> N118 -> N196 -> N128 -> N69 -> N96 -> N94 -> N123 -> N36 -> N113 -> N84 -> N104 -> N08 -> N27 -> N107 -> N48 -> N78 -> N133 -> N191 -> N47 -> N192 -> N25 -> N156 -> N187 -> N141 -> N129 -> N37 -> N09 -> N183 -> N89 -> N171
seed_only,200,502,random_heterogeneous_iot_reference_seed_502,bounded_blackout,13688.267,10802.494,137.141,0,0,731.476,N142 -> N178 -> N182 -> N180 -> N39 -> N169 -> N99 -> N52 -> N86 -> N164 -> N21 -> N150 -> N82 -> N137 -> N33 -> N121 -> N14 -> N189 -> N80 -> N15 -> N167 -> N185 -> N165 -> N44 -> N55 -> N194 -> N24 -> N41 -> N40 -> N154 -> N131 -> N111 -> N22 -> N85 -> N158 -> N97 -> N138 -> N134 -> N153 -> N188 -> N103 -> N68 -> N179 -> N193 -> N173 -> N132 -> N10 -> N53 -> N116 -> N19 -> N73 -> N28 -> N120 -> N54 -> N72 -> N81 -> N02 -> N159 -> N160 -> N144 -> N92 -> N18 -> N87 -> N50 -> N199 -> N58 -> N197 -> N124 -> N38 -> N163 -> N29 -> N162 -> N31 -> N03 -> N195 -> N112 -> N175 -> N130 -> N147 -> N146 -> N110 -> N70 -> N79 -> N65 -> N198 -> N34 -> N88 -> N71 -> N126 -> N63 -> N43 -> N151 -> N145 -> N16 -> N20 -> N51 -> N122 -> N64 -> N42 -> N181 -> N62 -> N01 -> N77 -> N59 -> N13 -> N152 -> N91 -> N108 -> N23 -> N93 -> N95 -> N11 -> N06 -> N174 -> N166 -> N135 -> N177 -> N176 -> N66 -> N57 -> N74 -> N139 -> N32 -> N155 -> N30 -> N200 -> N127 -> N05 -> N49 -> N186 -> N109 -> N100 -> N17 -> N26 -> N101 -> N190 -> N35 -> N45 -> N157 -> N04 -> N76 -> N114 -> N98 -> N168 -> N90 -> N105 -> N56 -> N102 -> N117 -> N115 -> N119 -> N07 -> N46 -> N140 -> N67 -> N12 -> N75 -> N148 -> N161 -> N149 -> N83 -> N170 -> N60 -> N106 -> N125 -> N61 -> N184 -> N143 -> N172 -> N136 -> N118 -> N196 -> N128 -> N69 -> N96 -> N94 -> N123 -> N36 -> N113 -> N84 -> N104 -> N08 -> N27 -> N107 -> N48 -> N78 -> N133 -> N191 -> N47 -> N192 -> N25 -> N156 -> N187 -> N141 -> N129 -> N37 -> N09 -> N183 -> N89 -> N171
seed_only,200,503,random_heterogeneous_iot_reference_seed_503,distance_only,19800.753,6336.208,225.844,0,0,3.015,N20 -> N88 -> N30 -> N52 -> N163 -> N34 -> N134 -> N23 -> N22 -> N115 -> N128 -> N35 -> N125 -> N124 -> N58 -> N197 -> N07 -> N81 -> N105 -> N15 -> N139 -> N95 -> N39 -> N132 -> N177 -> N87 -> N21 -> N110 -> N82 -> N135 -> N182 -> N70 -> N84 -> N56 -> N138 -> N181 -> N14 -> N171 -> N98 -> N41 -> N196 -> N183 -> N118 -> N190 -> N67 -> N166 -> N188 -> N199 -> N193 -> N151 -> N173 -> N55 -> N18 -> N144 -> N43 -> N76 -> N187 -> N114 -> N107 -> N130 -> N47 -> N10 -> N153 -> N113 -> N27 -> N62 -> N90 -> N64 -> N141 -> N104 -> N54 -> N101 -> N127 -> N140 -> N143 -> N161 -> N80 -> N146 -> N60 -> N189 -> N137 -> N175 -> N04 -> N50 -> N119 -> N53 -> N150 -> N93 -> N154 -> N112 -> N45 -> N184 -> N26 -> N94 -> N116 -> N103 -> N49 -> N89 -> N168 -> N172 -> N99 -> N74 -> N17 -> N77 -> N44 -> N186 -> N131 -> N08 -> N100 -> N57 -> N142 -> N48 -> N169 -> N191 -> N109 -> N73 -> N85 -> N92 -> N152 -> N91 -> N05 -> N65 -> N162 -> N149 -> N102 -> N180 -> N117 -> N24 -> N176 -> N192 -> N158 -> N178 -> N155 -> N96 -> N83 -> N78 -> N97 -> N164 -> N19 -> N136 -> N200 -> N11 -> N51 -> N108 -> N01 -> N133 -> N40 -> N25 -> N72 -> N71 -> N86 -> N145 -> N69 -> N159 -> N147 -> N123 -> N106 -> N120 -> N148 -> N66 -> N174 -> N68 -> N06 -> N32 -> N03 -> N36 -> N29 -> N126 -> N195 -> N12 -> N156 -> N38 -> N160 -> N16 -> N46 -> N179 -> N79 -> N28 -> N121 -> N185 -> N33 -> N167 -> N165 -> N61 -> N170 -> N157 -> N198 -> N42 -> N75 -> N194 -> N63 -> N122 -> N111 -> N129 -> N37 -> N59 -> N02 -> N09 -> N31 -> N13
seed_only,200,503,random_heterogeneous_iot_reference_seed_503,protocol_aware,14439.678,12228.629,145.368,0,0,117.058,N88 -> N22 -> N35 -> N34 -> N163 -> N115 -> N23 -> N30 -> N105 -> N197 -> N167 -> N95 -> N15 -> N170 -> N135 -> N165 -> N177 -> N39 -> N110 -> N16 -> N121 -> N70 -> N87 -> N03 -> N29 -> N183 -> N151 -> N12 -> N126 -> N36 -> N118 -> N190 -> N155 -> N158 -> N92 -> N67 -> N97 -> N68 -> N176 -> N102 -> N180 -> N117 -> N91 -> N24 -> N152 -> N05 -> N169 -> N85 -> N142 -> N17 -> N109 -> N48 -> N175 -> N94 -> N193 -> N26 -> N37 -> N55 -> N76 -> N187 -> N111 -> N130 -> N54 -> N104 -> N27 -> N198 -> N47 -> N107 -> N141 -> N75 -> N157 -> N194 -> N62 -> N63 -> N64 -> N114 -> N43 -> N189 -> N137 -> N80 -> N60 -> N173 -> N153 -> N140 -> N84 -> N128 -> N125 -> N179 -> N139 -> N69 -> N11 -> N156 -> N108 -> N25 -> N159 -> N106 -> N120 -> N86 -> N148 -> N66 -> N200 -> N147 -> N46 -> N01 -> N174 -> N83 -> N181 -> N196 -> N129 -> N188 -> N166 -> N184 -> N41 -> N143 -> N134 -> N10 -> N18 -> N89 -> N59 -> N103 -> N77 -> N08 -> N31 -> N100 -> N09 -> N02 -> N168 -> N04 -> N93 -> N154 -> N72 -> N79 -> N123 -> N145 -> N58 -> N21 -> N124 -> N51 -> N32 -> N146 -> N61 -> N138 -> N186 -> N144 -> N112 -> N45 -> N149 -> N44 -> N13 -> N122 -> N172 -> N113 -> N178 -> N164 -> N131 -> N56 -> N132 -> N162 -> N96 -> N07 -> N50 -> N33 -> N101 -> N182 -> N19 -> N199 -> N73 -> N71 -> N06 -> N20 -> N192 -> N150 -> N127 -> N49 -> N171 -> N161 -> N191 -> N116 -> N136 -> N57 -> N119 -> N78 -> N42 -> N81 -> N82 -> N53 -> N65 -> N40 -> N14 -> N185 -> N28 -> N38 -> N74 -> N52 -> N90 -> N160 -> N99 -> N133 -> N195 -> N98
seed_only,200,503,random_heterogeneous_iot_reference_seed_503,bounded_blackout,14389.614,12231.582,120.504,0,0,761.118,N88 -> N22 -> N35 -> N34 -> N163 -> N115 -> N23 -> N30 -> N105 -> N197 -> N167 -> N95 -> N15 -> N170 -> N135 -> N165 -> N177 -> N39 -> N110 -> N16 -> N121 -> N70 -> N87 -> N03 -> N29 -> N183 -> N151 -> N12 -> N126 -> N36 -> N118 -> N190 -> N155 -> N158 -> N92 -> N67 -> N97 -> N68 -> N176 -> N102 -> N180 -> N117 -> N91 -> N24 -> N152 -> N05 -> N169 -> N85 -> N142 -> N17 -> N109 -> N48 -> N175 -> N94 -> N193 -> N26 -> N37 -> N55 -> N76 -> N187 -> N111 -> N130 -> N54 -> N104 -> N27 -> N198 -> N47 -> N107 -> N141 -> N75 -> N157 -> N194 -> N62 -> N63 -> N64 -> N114 -> N43 -> N189 -> N137 -> N80 -> N60 -> N173 -> N153 -> N140 -> N84 -> N128 -> N125 -> N179 -> N139 -> N69 -> N11 -> N156 -> N108 -> N25 -> N159 -> N106 -> N120 -> N86 -> N148 -> N66 -> N200 -> N147 -> N46 -> N01 -> N174 -> N83 -> N181 -> N196 -> N129 -> N188 -> N166 -> N184 -> N41 -> N143 -> N134 -> N10 -> N18 -> N89 -> N59 -> N103 -> N77 -> N08 -> N31 -> N100 -> N09 -> N02 -> N168 -> N04 -> N93 -> N154 -> N72 -> N79 -> N123 -> N145 -> N58 -> N21 -> N124 -> N51 -> N32 -> N146 -> N61 -> N138 -> N186 -> N144 -> N112 -> N45 -> N149 -> N44 -> N13 -> N122 -> N172 -> N113 -> N178 -> N164 -> N131 -> N56 -> N132 -> N162 -> N96 -> N07 -> N50 -> N33 -> N101 -> N182 -> N19 -> N199 -> N73 -> N71 -> N06 -> N20 -> N127 -> N171 -> N161 -> N192 -> N191 -> N150 -> N98 -> N49 -> N136 -> N116 -> N42 -> N57 -> N119 -> N53 -> N78 -> N14 -> N81 -> N65 -> N40 -> N82 -> N38 -> N28 -> N185 -> N52 -> N74 -> N90 -> N160 -> N99 -> N133 -> N195
capped_6_passes,25,501,random_heterogeneous_iot_reference_seed_501,distance_only,2993.44,2668.759,227.959,0,0,0.061,N22 -> N12 -> N05 -> N21 -> N19 -> N16 -> N25 -> N15 -> N03 -> N10 -> N23 -> N01 -> N17 -> N13 -> N07 -> N24 -> N09 -> N06 -> N11 -> N04 -> N02 -> N18 -> N08 -> N14 -> N20
capped_6_passes,25,501,random_heterogeneous_iot_reference_seed_501,protocol_aware,2131.561,4325.478,119.194,0,0,592.074,N10 -> N13 -> N22 -> N01 -> N18 -> N11 -> N19 -> N15 -> N04 -> N02 -> N08 -> N09 -> N07 -> N20 -> N21 -> N03 -> N24 -> N23 -> N25 -> N17 -> N06 -> N12 -> N16 -> N05 -> N14
capped_6_passes,25,501,random_heterogeneous_iot_reference_seed_501,bounded_blackout,2008.296,4072.673,79.85,1,0,2933.211,N19 -> N15 -> N16 -> N21 -> N03 -> N12 -> N11 -> N18 -> N20 -> N14 -> N04 -> N02 -> N09 -> N24 -> N06 -> N07 -> N23 -> N22 -> N13 -> N08 -> N01 -> N05 -> N10 -> N25 -> N17
capped_6_passes,25,502,random_heterogeneous_iot_reference_seed_502,distance_only,2182.438,3400.823,174.172,0,0,0.059,N11 -> N05 -> N21 -> N06 -> N13 -> N23 -> N01 -> N09 -> N17 -> N14 -> N04 -> N24 -> N22 -> N07 -> N16 -> N20 -> N25 -> N12 -> N19 -> N10 -> N02 -> N18 -> N15 -> N03 -> N08
capped_6_passes,25,502,random_heterogeneous_iot_reference_seed_502,protocol_aware,1793.322,5439.897,139.695,0,0,283.814,N05 -> N15 -> N23 -> N13 -> N01 -> N21 -> N06 -> N04 -> N14 -> N24 -> N17 -> N16 -> N22 -> N09 -> N03 -> N10 -> N18 -> N02 -> N11 -> N07 -> N19 -> N12 -> N08 -> N25 -> N20
capped_6_passes,25,502,random_heterogeneous_iot_reference_seed_502,bounded_blackout,1457.772,4523.99,77.422,1,1,3108.19,N05 -> N11 -> N06 -> N13 -> N01 -> N07 -> N23 -> N14 -> N08 -> N15 -> N17 -> N21 -> N22 -> N04 -> N12 -> N16 -> N20 -> N24 -> N03 -> N09 -> N25 -> N19 -> N18 -> N02 -> N10
capped_6_passes,25,503,random_heterogeneous_iot_reference_seed_503,distance_only,2548.289,3114.6,174.691,0,0,0.058,N20 -> N15 -> N07 -> N22 -> N23 -> N21 -> N12 -> N14 -> N03 -> N19 -> N11 -> N01 -> N25 -> N16 -> N24 -> N05 -> N13 -> N02 -> N09 -> N08 -> N17 -> N04 -> N18 -> N10 -> N06
capped_6_passes,25,503,random_heterogeneous_iot_reference_seed_503,protocol_aware,1572.709,3540.727,88.81,1,0,403.31,N22 -> N23 -> N15 -> N16 -> N09 -> N08 -> N24 -> N05 -> N13 -> N17 -> N04 -> N18 -> N10 -> N25 -> N12 -> N11 -> N03 -> N20 -> N01 -> N02 -> N14 -> N21 -> N07 -> N19 -> N06
capped_6_passes,25,503,random_heterogeneous_iot_reference_seed_503,bounded_blackout,1442.828,3441.49,45.709,1,1,2981.758,N22 -> N25 -> N15 -> N14 -> N23 -> N18 -> N21 -> N10 -> N09 -> N04 -> N02 -> N17 -> N08 -> N24 -> N13 -> N05 -> N03 -> N16 -> N11 -> N19 -> N06 -> N12 -> N07 -> N01 -> N20
capped_6_passes,50,501,random_heterogeneous_iot_reference_seed_501,distance_only,5789.12,3146.75,210.502,0,0,0.207,N29 -> N22 -> N12 -> N05 -> N27 -> N21 -> N19 -> N16 -> N25 -> N15 -> N03 -> N10 -> N46 -> N37 -> N23 -> N50 -> N30 -> N43 -> N26 -> N31 -> N01 -> N41 -> N42 -> N40 -> N33 -> N17 -> N49 -> N32 -> N35 -> N48 -> N45 -> N24 -> N28 -> N44 -> N07 -> N13 -> N38 -> N09 -> N06 -> N11 -> N34 -> N47 -> N20 -> N39 -> N18 -> N36 -> N08 -> N14 -> N02 -> N04
