profile_variant,scenario,scenario_seed,planner,node_count,lora_nodes,zigbee_nodes,ble_nodes,wifi_nodes,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,wait_time_s,service_time_s,protocol_switches,radio_obstacle_hits,runtime_ms,route
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_145,145,bounded_blackout,14,1,4,1,8,2155.047,5335.187,70.846,1,100.721,1531.876,9,1,822.947,N05 -> N02 -> N04 -> N12 -> N07 -> N09 -> N01 -> N13 -> N08 -> N06 -> N10 -> N11 -> N14 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_145,145,genetic_algorithm,14,1,4,1,8,2257.378,4281.469,102.851,0,307.438,1530.676,8,1,681.068,N03 -> N08 -> N04 -> N02 -> N07 -> N10 -> N09 -> N13 -> N01 -> N12 -> N06 -> N05 -> N11 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_145,145,particle_swarm,14,1,4,1,8,2177.801,4886.463,109.136,0,169.816,1529.476,7,1,191.733,N14 -> N08 -> N02 -> N04 -> N07 -> N09 -> N01 -> N13 -> N12 -> N06 -> N05 -> N11 -> N10 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,distance_only,14,3,3,1,7,2245.077,3120.6,188.98,0,748.244,1261.427,8,1,0.034,N07 -> N02 -> N08 -> N03 -> N01 -> N11 -> N06 -> N10 -> N05 -> N12 -> N09 -> N04 -> N13 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,ordinary_collection,14,3,3,1,7,2393.553,2732.851,237.688,0,925.971,1261.427,8,1,28.93,N07 -> N02 -> N08 -> N05 -> N12 -> N09 -> N04 -> N13 -> N14 -> N10 -> N06 -> N11 -> N01 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,protocol_aware,14,3,3,1,7,1729.775,4587.477,53.852,1,115.087,1268.627,11,1,220.65,N11 -> N02 -> N08 -> N10 -> N05 -> N07 -> N06 -> N14 -> N13 -> N09 -> N12 -> N04 -> N03 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,bounded_blackout,14,3,3,1,7,1729.775,4617.476,52.015,1,112.824,1268.627,11,1,964.539,N11 -> N02 -> N08 -> N10 -> N05 -> N07 -> N03 -> N14 -> N13 -> N09 -> N12 -> N04 -> N06 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,genetic_algorithm,14,3,3,1,7,1729.775,4587.477,53.852,1,115.087,1268.627,11,1,807.673,N11 -> N02 -> N08 -> N10 -> N05 -> N07 -> N06 -> N14 -> N13 -> N09 -> N12 -> N04 -> N03 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,particle_swarm,14,3,3,1,7,1729.775,4587.477,53.852,1,115.087,1268.627,11,1,295.218,N11 -> N02 -> N08 -> N10 -> N05 -> N07 -> N06 -> N14 -> N13 -> N09 -> N12 -> N04 -> N03 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,distance_only,14,3,4,4,3,2265.81,3712.193,258.785,0,1109.224,882.985,9,0,0.043,N10 -> N05 -> N06 -> N02 -> N03 -> N14 -> N08 -> N13 -> N11 -> N07 -> N12 -> N09 -> N01 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,ordinary_collection,14,3,4,4,3,2386.008,3131.974,302.648,0,1269.286,885.885,11,0,31.203,N10 -> N05 -> N06 -> N07 -> N11 -> N08 -> N13 -> N14 -> N03 -> N02 -> N04 -> N01 -> N12 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,protocol_aware,14,3,4,4,3,1623.592,4862.875,116.184,0,379.397,885.785,11,0,434.308,N05 -> N08 -> N03 -> N11 -> N14 -> N01 -> N04 -> N12 -> N09 -> N07 -> N13 -> N06 -> N02 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,bounded_blackout,14,3,4,4,3,1547.979,6927.493,69.052,1,153.115,884.285,10,0,1263.349,N05 -> N14 -> N07 -> N11 -> N02 -> N03 -> N04 -> N12 -> N09 -> N08 -> N10 -> N01 -> N06 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,genetic_algorithm,14,3,4,4,3,1623.592,4862.875,116.184,0,379.397,885.785,11,0,928.865,N05 -> N08 -> N03 -> N11 -> N14 -> N01 -> N04 -> N12 -> N09 -> N07 -> N13 -> N06 -> N02 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,particle_swarm,14,3,4,4,3,1623.592,4862.875,116.184,0,379.397,885.785,11,0,280.876,N05 -> N08 -> N03 -> N11 -> N14 -> N01 -> N04 -> N12 -> N09 -> N07 -> N13 -> N06 -> N02 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,distance_only,14,6,2,3,3,3880.234,4093.965,354.88,0,977.651,2512.828,11,3,0.086,N14 -> N04 -> N02 -> N03 -> N11 -> N13 -> N01 -> N07 -> N09 -> N06 -> N08 -> N10 -> N12 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,ordinary_collection,14,6,2,3,3,3823.225,3015.819,248.645,0,1023.284,2512.828,11,3,43.261,N14 -> N04 -> N02 -> N10 -> N08 -> N06 -> N09 -> N07 -> N12 -> N05 -> N01 -> N13 -> N03 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,protocol_aware,14,6,2,3,3,3206.875,4625.909,110.307,0,254.85,2511.628,10,3,242.132,N11 -> N02 -> N14 -> N04 -> N09 -> N06 -> N10 -> N08 -> N13 -> N07 -> N01 -> N05 -> N12 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,bounded_blackout,14,6,2,3,3,3100.958,4841.153,87.243,1,134.042,2506.028,7,3,1024.785,N11 -> N02 -> N14 -> N04 -> N03 -> N01 -> N06 -> N09 -> N08 -> N10 -> N13 -> N05 -> N12 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,genetic_algorithm,14,6,2,3,3,3170.257,4945.016,107.382,0,185.653,2513.828,11,3,999.623,N11 -> N02 -> N14 -> N04 -> N09 -> N06 -> N10 -> N08 -> N13 -> N03 -> N07 -> N01 -> N05 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,particle_swarm,14,6,2,3,3,3206.875,4625.909,110.307,0,254.85,2511.628,10,3,384.209,N11 -> N02 -> N14 -> N04 -> N09 -> N06 -> N10 -> N08 -> N13 -> N07 -> N01 -> N05 -> N12 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,distance_only,14,4,5,1,4,2867.628,4060.985,227.96,0,951.914,1533.03,11,3,0.041,N03 -> N07 -> N05 -> N02 -> N04 -> N12 -> N06 -> N11 -> N14 -> N01 -> N13 -> N08 -> N10 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,ordinary_collection,14,4,5,1,4,2821.937,3166.533,308.337,0,990.111,1533.43,12,3,38.591,N01 -> N13 -> N10 -> N08 -> N14 -> N06 -> N11 -> N12 -> N09 -> N04 -> N02 -> N05 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,protocol_aware,14,4,5,1,4,2121.808,3966.442,96.808,0,219.403,1528.63,9,3,389.318,N02 -> N04 -> N05 -> N07 -> N09 -> N12 -> N06 -> N11 -> N08 -> N10 -> N13 -> N14 -> N01 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,bounded_blackout,14,4,5,1,4,2076.134,4169.573,81.493,1,148.987,1534.23,12,3,1085.028,N05 -> N07 -> N14 -> N09 -> N12 -> N04 -> N11 -> N06 -> N08 -> N10 -> N13 -> N01 -> N03 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,genetic_algorithm,14,4,5,1,4,2308.492,5446.413,88.135,1,264.424,1530.83,10,3,773.115,N02 -> N04 -> N05 -> N07 -> N10 -> N08 -> N06 -> N11 -> N03 -> N01 -> N13 -> N09 -> N12 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,particle_swarm,14,4,5,1,4,2293.715,5678.833,88.135,1,227.745,1530.83,10,3,258.278,N02 -> N04 -> N05 -> N07 -> N10 -> N08 -> N06 -> N11 -> N03 -> N14 -> N01 -> N13 -> N09 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,distance_only,14,8,1,3,2,5068.306,4084.713,262.606,0,1198.059,3514.036,9,3,0.037,N11 -> N12 -> N13 -> N04 -> N05 -> N08 -> N06 -> N07 -> N14 -> N10 -> N09 -> N03 -> N02 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,ordinary_collection,14,8,1,3,2,4933.3,3278.404,228.904,0,1133.368,3514.036,9,3,34.681,N11 -> N03 -> N10 -> N14 -> N07 -> N09 -> N06 -> N05 -> N08 -> N01 -> N02 -> N04 -> N13 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,protocol_aware,14,8,1,3,2,4667.389,6426.747,136.16,0,590.702,3516.236,10,3,347.979,N01 -> N10 -> N11 -> N04 -> N07 -> N06 -> N08 -> N14 -> N02 -> N05 -> N09 -> N03 -> N13 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,bounded_blackout,14,8,1,3,2,4667.389,5396.743,116.239,0,680.525,3516.236,10,3,991.302,N14 -> N10 -> N11 -> N04 -> N07 -> N06 -> N08 -> N05 -> N02 -> N01 -> N09 -> N03 -> N13 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,genetic_algorithm,14,8,1,3,2,4690.528,7436.973,116.239,0,525.744,3516.236,10,3,751.906,N01 -> N10 -> N11 -> N04 -> N07 -> N06 -> N08 -> N14 -> N02 -> N12 -> N09 -> N03 -> N13 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,particle_swarm,14,8,1,3,2,4616.886,7146.046,116.239,0,477.472,3516.236,10,3,262.758,N01 -> N10 -> N11 -> N04 -> N07 -> N08 -> N06 -> N03 -> N14 -> N02 -> N12 -> N09 -> N05 -> N13
