profile_variant,scenario,scenario_seed,planner,total_time_s,max_blackout_s,mean_gap_s,average_silence_age_s,mean_collection_completion_s,meets_90s_budget,runtime_ms,route
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,protocol_aware_time,1113.574,95.475,40.734,15.763,698.733,0,182.528,N03 -> N11 -> N06 -> N08 -> N01 -> N02 -> N13 -> N04 -> N05 -> N09 -> N14 -> N07 -> N12 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,soft_penalty_w12,1199.616,82.177,46.47,16.831,412.707,1,138.329,N09 -> N07 -> N06 -> N12 -> N01 -> N02 -> N03 -> N04 -> N05 -> N10 -> N14 -> N13 -> N08 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,average_gap,1092.759,66.263,39.346,13.073,585.463,1,499.13,N05 -> N10 -> N04 -> N09 -> N08 -> N13 -> N01 -> N11 -> N02 -> N12 -> N06 -> N14 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,freshness_focused,1332.759,155.722,55.346,23.844,490.346,0,551.841,N14 -> N10 -> N02 -> N06 -> N12 -> N08 -> N05 -> N01 -> N13 -> N04 -> N09 -> N11 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,bounded_beta90,1113.574,64.288,40.734,12.85,666.602,1,1005.782,N07 -> N06 -> N11 -> N12 -> N01 -> N02 -> N13 -> N04 -> N05 -> N09 -> N14 -> N03 -> N08 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,protocol_aware_time,1566.591,73.463,37.136,8.122,876.795,1,155.3,N06 -> N01 -> N02 -> N05 -> N04 -> N12 -> N07 -> N03 -> N14 -> N10 -> N13 -> N08 -> N09 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,soft_penalty_w12,1726.591,76.577,47.802,11.225,903.753,1,154.56,N01 -> N13 -> N06 -> N04 -> N08 -> N05 -> N07 -> N12 -> N03 -> N10 -> N02 -> N14 -> N09 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,average_gap,1566.591,73.463,37.136,8.194,876.838,1,479.062,N06 -> N01 -> N09 -> N05 -> N04 -> N12 -> N07 -> N03 -> N14 -> N10 -> N13 -> N08 -> N02 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,freshness_focused,1689.712,133.802,45.344,12.501,607.522,0,557.82,N06 -> N11 -> N09 -> N14 -> N10 -> N03 -> N07 -> N05 -> N13 -> N02 -> N12 -> N08 -> N04 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,bounded_beta90,1566.591,56.027,37.136,7.822,1012.903,1,1330.654,N06 -> N01 -> N02 -> N12 -> N03 -> N04 -> N07 -> N05 -> N14 -> N10 -> N13 -> N08 -> N09 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,protocol_aware_time,1723.809,69.39,43.378,9.998,890.646,1,161.547,N14 -> N04 -> N08 -> N11 -> N09 -> N13 -> N02 -> N01 -> N07 -> N06 -> N12 -> N03 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,soft_penalty_w12,1766.733,83.055,46.239,11.135,859.798,1,233.443,N01 -> N08 -> N11 -> N07 -> N12 -> N14 -> N05 -> N13 -> N09 -> N04 -> N06 -> N02 -> N10 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,average_gap,1723.809,69.39,43.378,9.998,890.646,1,671.229,N14 -> N04 -> N08 -> N11 -> N09 -> N13 -> N02 -> N01 -> N07 -> N06 -> N12 -> N03 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,freshness_focused,2036.844,263.781,64.247,29.085,674.55,0,742.184,N14 -> N04 -> N13 -> N09 -> N01 -> N07 -> N06 -> N03 -> N02 -> N08 -> N12 -> N11 -> N10 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,bounded_beta90,1723.809,69.39,43.378,9.998,890.646,1,1492.762,N14 -> N04 -> N08 -> N11 -> N09 -> N13 -> N02 -> N01 -> N07 -> N06 -> N12 -> N03 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,protocol_aware_time,3442.218,120.015,60.729,10.764,1995.572,0,289.542,N10 -> N14 -> N09 -> N04 -> N11 -> N01 -> N12 -> N03 -> N08 -> N07 -> N13 -> N02 -> N05 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,soft_penalty_w12,3471.588,97.722,62.687,10.337,1533.229,0,244.289,N11 -> N14 -> N06 -> N08 -> N13 -> N01 -> N12 -> N03 -> N04 -> N07 -> N05 -> N02 -> N10 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,average_gap,3442.218,120.015,60.729,10.573,2030.913,0,609.442,N10 -> N09 -> N14 -> N04 -> N11 -> N01 -> N12 -> N03 -> N08 -> N07 -> N13 -> N02 -> N05 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,freshness_focused,3771.588,275.336,82.687,23.364,1397.291,0,576.236,N06 -> N14 -> N04 -> N11 -> N03 -> N08 -> N12 -> N01 -> N13 -> N07 -> N05 -> N02 -> N10 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,bounded_beta90,3443.618,88.878,60.822,9.034,1407.592,1,1257.195,N04 -> N11 -> N03 -> N08 -> N09 -> N05 -> N07 -> N02 -> N10 -> N14 -> N13 -> N01 -> N12 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,protocol_aware_time,1411.227,83.83,39.826,10.668,920.957,1,290.023,N04 -> N08 -> N06 -> N07 -> N09 -> N12 -> N03 -> N13 -> N11 -> N14 -> N01 -> N10 -> N05 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,soft_penalty_w12,1647.969,89.857,55.609,15.507,838.88,1,234.382,N14 -> N05 -> N10 -> N02 -> N04 -> N09 -> N08 -> N12 -> N07 -> N13 -> N03 -> N06 -> N01 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,average_gap,1411.227,102.613,39.826,11.183,911.516,0,855.265,N05 -> N08 -> N06 -> N07 -> N09 -> N12 -> N03 -> N13 -> N11 -> N14 -> N04 -> N10 -> N01 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,freshness_focused,1540.21,96.195,48.425,15.32,596.944,0,785.782,N10 -> N02 -> N11 -> N05 -> N01 -> N03 -> N06 -> N13 -> N09 -> N07 -> N14 -> N04 -> N12 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,bounded_beta90,1411.227,69.087,39.826,9.944,920.957,1,1639.933,N14 -> N08 -> N06 -> N07 -> N09 -> N12 -> N03 -> N13 -> N11 -> N04 -> N01 -> N10 -> N05 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,protocol_aware_time,2237.019,99.02,47.949,9.745,1121.439,0,316.536,N06 -> N13 -> N08 -> N07 -> N04 -> N09 -> N11 -> N01 -> N02 -> N14 -> N12 -> N05 -> N10 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,soft_penalty_w12,2517.674,105.504,66.66,15.215,1370.9,0,193.53,N02 -> N07 -> N06 -> N03 -> N14 -> N09 -> N11 -> N04 -> N12 -> N10 -> N08 -> N01 -> N05 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,average_gap,2167.842,71.519,43.337,7.601,1185.69,1,974.081,N06 -> N13 -> N03 -> N09 -> N14 -> N07 -> N11 -> N01 -> N05 -> N08 -> N02 -> N12 -> N10 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,freshness_focused,2972.377,296.127,96.973,46.822,870.124,0,871.362,N07 -> N04 -> N01 -> N08 -> N03 -> N06 -> N11 -> N09 -> N10 -> N12 -> N02 -> N13 -> N05 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,bounded_beta90,2237.019,73.3,47.949,8.71,1144.291,1,1789.001,N07 -> N13 -> N08 -> N06 -> N12 -> N11 -> N09 -> N01 -> N02 -> N14 -> N04 -> N05 -> N10 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,protocol_aware_time,1129.288,69.841,35.82,10.745,723.15,1,156.676,N11 -> N14 -> N10 -> N02 -> N05 -> N07 -> N01 -> N09 -> N12 -> N13 -> N08 -> N04 -> N06 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,soft_penalty_w12,1254.368,88.436,44.159,15.083,789.187,1,208.232,N11 -> N07 -> N10 -> N02 -> N05 -> N06 -> N12 -> N01 -> N09 -> N03 -> N14 -> N13 -> N08 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,average_gap,1129.288,69.841,35.82,10.745,723.15,1,495.261,N11 -> N14 -> N10 -> N02 -> N05 -> N07 -> N01 -> N09 -> N12 -> N13 -> N08 -> N04 -> N06 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,freshness_focused,1316.178,101.7,48.279,17.841,557.086,0,514.16,N11 -> N07 -> N05 -> N02 -> N09 -> N14 -> N13 -> N12 -> N10 -> N04 -> N06 -> N03 -> N08 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,bounded_beta90,1129.288,69.841,35.82,10.745,723.15,1,1228.067,N11 -> N14 -> N10 -> N02 -> N05 -> N07 -> N01 -> N09 -> N12 -> N13 -> N08 -> N04 -> N06 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,protocol_aware_time,3243.011,156.333,70.185,14.508,1257.558,0,397.022,N14 -> N01 -> N07 -> N12 -> N06 -> N08 -> N13 -> N05 -> N04 -> N03 -> N09 -> N10 -> N02 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,soft_penalty_w12,3267.153,99.425,71.794,12.987,1524.691,0,347.597,N12 -> N08 -> N13 -> N01 -> N05 -> N07 -> N04 -> N03 -> N09 -> N10 -> N11 -> N14 -> N06 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,average_gap,3243.011,156.333,70.184,14.278,1250.709,0,1112.05,N14 -> N01 -> N07 -> N12 -> N06 -> N08 -> N05 -> N13 -> N04 -> N03 -> N09 -> N10 -> N02 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,freshness_focused,3543.011,263.436,90.185,29.628,1100.479,0,1016.882,N14 -> N01 -> N06 -> N13 -> N05 -> N08 -> N10 -> N04 -> N12 -> N03 -> N09 -> N07 -> N02 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,bounded_beta90,3267.153,99.425,71.794,12.987,1524.691,0,2243.211,N12 -> N08 -> N13 -> N01 -> N05 -> N07 -> N04 -> N03 -> N09 -> N10 -> N11 -> N14 -> N06 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,protocol_aware_time,3091.974,179.901,57.187,13.748,1482.413,0,188.778,N07 -> N05 -> N13 -> N11 -> N06 -> N01 -> N14 -> N02 -> N09 -> N03 -> N10 -> N04 -> N08 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,soft_penalty_w12,3136.999,86.505,60.189,9.643,1556.038,1,200.144,N10 -> N01 -> N04 -> N06 -> N12 -> N02 -> N09 -> N05 -> N08 -> N03 -> N11 -> N13 -> N07 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,average_gap,3027.031,110.675,52.858,8.985,1991.228,0,622.275,N12 -> N04 -> N08 -> N03 -> N10 -> N09 -> N05 -> N07 -> N13 -> N11 -> N06 -> N02 -> N14 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,freshness_focused,3127.141,123.271,59.532,10.908,1355.079,0,545.728,N06 -> N04 -> N10 -> N03 -> N13 -> N01 -> N12 -> N09 -> N08 -> N14 -> N11 -> N02 -> N05 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,bounded_beta90,3136.999,86.13,60.189,9.579,1556.505,1,1239.06,N10 -> N01 -> N04 -> N03 -> N12 -> N02 -> N09 -> N05 -> N08 -> N06 -> N11 -> N13 -> N07 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,protocol_aware_time,2357.13,119.177,48.772,10.848,643.366,0,176.694,N07 -> N09 -> N13 -> N08 -> N11 -> N12 -> N01 -> N10 -> N06 -> N04 -> N05 -> N02 -> N03 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,soft_penalty_w12,2349.956,81.354,48.294,9.047,788.021,1,292.741,N14 -> N09 -> N08 -> N11 -> N13 -> N12 -> N01 -> N10 -> N06 -> N05 -> N04 -> N07 -> N02 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,average_gap,2349.956,90.26,48.294,9.318,584.778,0,654.519,N07 -> N09 -> N11 -> N08 -> N05 -> N12 -> N01 -> N10 -> N06 -> N04 -> N13 -> N14 -> N02 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,freshness_focused,2476.867,159.733,56.754,14.768,556.138,0,663.735,N07 -> N06 -> N10 -> N08 -> N11 -> N12 -> N01 -> N13 -> N09 -> N04 -> N05 -> N14 -> N03 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,bounded_beta90,2352.156,69.65,48.44,8.145,1089.659,1,1701.606,N06 -> N04 -> N05 -> N01 -> N13 -> N02 -> N09 -> N11 -> N12 -> N08 -> N14 -> N10 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,protocol_aware_time,2523.104,131.46,53.829,11.903,1603.764,0,285.096,N04 -> N03 -> N09 -> N11 -> N10 -> N05 -> N08 -> N01 -> N06 -> N12 -> N02 -> N07 -> N13 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,soft_penalty_w12,2673.568,94.373,63.86,12.57,1523.395,0,383.115,N14 -> N03 -> N09 -> N05 -> N07 -> N06 -> N08 -> N01 -> N12 -> N13 -> N11 -> N04 -> N02 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,average_gap,2512.58,100.382,53.127,10.407,1447.059,0,685.871,N14 -> N11 -> N09 -> N06 -> N07 -> N01 -> N04 -> N03 -> N05 -> N08 -> N02 -> N10 -> N13 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,freshness_focused,2881.735,204.744,77.738,26.288,710.061,0,677.873,N12 -> N10 -> N03 -> N14 -> N11 -> N07 -> N02 -> N06 -> N01 -> N05 -> N04 -> N08 -> N13 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,bounded_beta90,2562.514,88.332,56.456,10.702,1583.712,1,1416.05,N14 -> N04 -> N09 -> N12 -> N11 -> N03 -> N07 -> N06 -> N05 -> N08 -> N02 -> N13 -> N01 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,protocol_aware_time,3466.383,172.158,61.005,12.767,2161.993,0,244.243,N13 -> N14 -> N12 -> N06 -> N08 -> N03 -> N07 -> N04 -> N01 -> N05 -> N10 -> N09 -> N11 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,soft_penalty_w12,3578.418,109.099,68.474,11.595,2020.381,0,296.19,N07 -> N05 -> N03 -> N13 -> N11 -> N14 -> N02 -> N10 -> N01 -> N04 -> N12 -> N09 -> N08 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,average_gap,3466.383,107.428,61.005,9.749,1900.141,0,773.09,N12 -> N14 -> N08 -> N06 -> N07 -> N03 -> N13 -> N04 -> N01 -> N05 -> N10 -> N09 -> N11 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,freshness_focused,3576.218,146.188,68.328,14.485,1113.14,0,729.437,N02 -> N03 -> N12 -> N04 -> N07 -> N11 -> N01 -> N10 -> N08 -> N09 -> N05 -> N13 -> N14 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,bounded_beta90,3276.218,91.85,48.328,6.49,1622.249,0,1590.871,N07 -> N03 -> N05 -> N10 -> N04 -> N01 -> N11 -> N02 -> N09 -> N14 -> N12 -> N08 -> N13 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_113,113,protocol_aware_time,2623.107,192.974,57.778,15.321,1084.49,0,268.68,N08 -> N03 -> N09 -> N07 -> N05 -> N13 -> N10 -> N12 -> N02 -> N11 -> N01 -> N06 -> N14 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_113,113,soft_penalty_w12,2752.863,112.974,66.428,14.497,1586.623,0,172.195,N08 -> N02 -> N03 -> N06 -> N05 -> N13 -> N10 -> N12 -> N11 -> N01 -> N14 -> N04 -> N09 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_113,113,average_gap,2620.907,185.161,57.631,14.954,950.913,0,681.039,N14 -> N03 -> N09 -> N06 -> N05 -> N13 -> N10 -> N12 -> N02 -> N11 -> N01 -> N07 -> N08 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_113,113,freshness_focused,2923.107,212.302,77.778,23.901,940.418,0,673.665,N05 -> N03 -> N09 -> N07 -> N12 -> N10 -> N14 -> N02 -> N08 -> N13 -> N01 -> N06 -> N11 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_113,113,bounded_beta90,2632.863,76.225,58.428,10.302,1270.944,1,1394.07,N10 -> N03 -> N13 -> N06 -> N05 -> N14 -> N11 -> N08 -> N02 -> N04 -> N12 -> N09 -> N01 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_114,114,protocol_aware_time,1982.756,112.296,46.347,10.06,737.129,0,266.71,N10 -> N07 -> N08 -> N05 -> N02 -> N01 -> N14 -> N03 -> N04 -> N06 -> N11 -> N09 -> N13 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_114,114,soft_penalty_w12,2012.644,88.949,48.339,10.002,626.341,1,117.103,N10 -> N07 -> N08 -> N05 -> N02 -> N01 -> N14 -> N13 -> N04 -> N06 -> N11 -> N09 -> N12 -> N03
