scenario_seed,phase_error_s,planner,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,mission_feasible,planning_runtime_ms,route
708,2.0,bounded_blackout,1419.445,3355.057,151.638,0,1,1240.816,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
708,5.0,distance_only,1902.734,2533.243,223.358,0,0,0.022,N12 -> N04 -> N08 -> N02 -> N03 -> N11 -> N05 -> N07 -> N10 -> N01 -> N06 -> N14 -> N13 -> N09
708,5.0,protocol_aware,1179.554,3355.057,66.395,1,1,180.85,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
708,5.0,bounded_blackout,1179.554,3355.057,66.395,1,1,1240.816,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
708,10.0,distance_only,1660.151,2533.243,216.825,0,0,0.022,N12 -> N04 -> N08 -> N02 -> N03 -> N11 -> N05 -> N07 -> N10 -> N01 -> N06 -> N14 -> N13 -> N09
708,10.0,protocol_aware,1415.755,3355.057,161.889,0,1,180.85,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
708,10.0,bounded_blackout,1415.755,3355.057,161.889,0,1,1240.816,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
708,20.0,distance_only,1888.568,2533.243,205.085,0,0,0.022,N12 -> N04 -> N08 -> N02 -> N03 -> N11 -> N05 -> N07 -> N10 -> N01 -> N06 -> N14 -> N13 -> N09
708,20.0,protocol_aware,1404.77,3355.057,129.459,0,1,180.85,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
708,20.0,bounded_blackout,1404.77,3355.057,129.459,0,1,1240.816,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
708,30.0,distance_only,1795.505,2533.243,220.237,0,0,0.022,N12 -> N04 -> N08 -> N02 -> N03 -> N11 -> N05 -> N07 -> N10 -> N01 -> N06 -> N14 -> N13 -> N09
708,30.0,protocol_aware,1874.955,3355.057,213.041,0,0,180.85,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
708,30.0,bounded_blackout,1874.955,3355.057,213.041,0,0,1240.816,N02 -> N12 -> N03 -> N10 -> N08 -> N07 -> N14 -> N09 -> N13 -> N04 -> N05 -> N11 -> N01 -> N06
709,0.0,distance_only,1390.015,2722.982,200.527,0,1,0.024,N01 -> N05 -> N07 -> N04 -> N08 -> N14 -> N11 -> N02 -> N03 -> N09 -> N10 -> N13 -> N12 -> N06
709,0.0,protocol_aware,954.26,4770.388,78.698,1,1,224.677,N04 -> N13 -> N09 -> N02 -> N12 -> N03 -> N10 -> N01 -> N05 -> N06 -> N08 -> N11 -> N07 -> N14
709,0.0,bounded_blackout,738.701,2832.408,46.394,1,1,1702.376,N01 -> N04 -> N14 -> N08 -> N03 -> N11 -> N09 -> N02 -> N13 -> N10 -> N12 -> N06 -> N07 -> N05
709,2.0,distance_only,1389.544,2722.982,202.633,0,1,0.024,N01 -> N05 -> N07 -> N04 -> N08 -> N14 -> N11 -> N02 -> N03 -> N09 -> N10 -> N13 -> N12 -> N06
709,2.0,protocol_aware,956.034,4770.388,80.049,1,1,224.677,N04 -> N13 -> N09 -> N02 -> N12 -> N03 -> N10 -> N01 -> N05 -> N06 -> N08 -> N11 -> N07 -> N14
709,2.0,bounded_blackout,1220.376,2832.408,233.979,0,1,1702.376,N01 -> N04 -> N14 -> N08 -> N03 -> N11 -> N09 -> N02 -> N13 -> N10 -> N12 -> N06 -> N07 -> N05
709,5.0,distance_only,1389.665,2722.982,203.043,0,1,0.024,N01 -> N05 -> N07 -> N04 -> N08 -> N14 -> N11 -> N02 -> N03 -> N09 -> N10 -> N13 -> N12 -> N06
709,5.0,protocol_aware,954.382,4770.388,79.194,1,1,224.677,N04 -> N13 -> N09 -> N02 -> N12 -> N03 -> N10 -> N01 -> N05 -> N06 -> N08 -> N11 -> N07 -> N14
709,5.0,bounded_blackout,1217.716,2832.408,230.596,0,1,1702.376,N01 -> N04 -> N14 -> N08 -> N03 -> N11 -> N09 -> N02 -> N13 -> N10 -> N12 -> N06 -> N07 -> N05
709,10.0,distance_only,1320.493,2722.982,198.58,0,1,0.024,N01 -> N05 -> N07 -> N04 -> N08 -> N14 -> N11 -> N02 -> N03 -> N09 -> N10 -> N13 -> N12 -> N06
709,10.0,protocol_aware,955.865,4770.388,77.039,1,1,224.677,N04 -> N13 -> N09 -> N02 -> N12 -> N03 -> N10 -> N01 -> N05 -> N06 -> N08 -> N11 -> N07 -> N14
709,10.0,bounded_blackout,1210.586,2832.408,231.483,0,1,1702.376,N01 -> N04 -> N14 -> N08 -> N03 -> N11 -> N09 -> N02 -> N13 -> N10 -> N12 -> N06 -> N07 -> N05
709,20.0,distance_only,1392.88,2722.982,203.758,0,1,0.024,N01 -> N05 -> N07 -> N04 -> N08 -> N14 -> N11 -> N02 -> N03 -> N09 -> N10 -> N13 -> N12 -> N06
709,20.0,protocol_aware,1518.208,4770.388,193.783,0,0,224.677,N04 -> N13 -> N09 -> N02 -> N12 -> N03 -> N10 -> N01 -> N05 -> N06 -> N08 -> N11 -> N07 -> N14
709,20.0,bounded_blackout,1457.341,2832.408,226.063,0,1,1702.376,N01 -> N04 -> N14 -> N08 -> N03 -> N11 -> N09 -> N02 -> N13 -> N10 -> N12 -> N06 -> N07 -> N05
709,30.0,distance_only,1031.904,2722.982,86.631,1,1,0.024,N01 -> N05 -> N07 -> N04 -> N08 -> N14 -> N11 -> N02 -> N03 -> N09 -> N10 -> N13 -> N12 -> N06
709,30.0,protocol_aware,1312.732,4770.388,160.803,0,1,224.677,N04 -> N13 -> N09 -> N02 -> N12 -> N03 -> N10 -> N01 -> N05 -> N06 -> N08 -> N11 -> N07 -> N14
709,30.0,bounded_blackout,1429.988,2832.408,134.516,0,1,1702.376,N01 -> N04 -> N14 -> N08 -> N03 -> N11 -> N09 -> N02 -> N13 -> N10 -> N12 -> N06 -> N07 -> N05
710,0.0,distance_only,1438.359,2125.525,186.029,0,1,0.022,N13 -> N07 -> N04 -> N06 -> N05 -> N12 -> N09 -> N03 -> N01 -> N02 -> N10 -> N08 -> N11 -> N14
710,0.0,protocol_aware,772.325,2673.66,64.101,1,1,219.554,N03 -> N14 -> N08 -> N09 -> N02 -> N01 -> N12 -> N10 -> N05 -> N07 -> N04 -> N06 -> N11 -> N13
710,0.0,bounded_blackout,763.101,3285.395,48.532,1,1,1284.682,N09 -> N07 -> N06 -> N13 -> N11 -> N10 -> N12 -> N14 -> N02 -> N01 -> N03 -> N04 -> N05 -> N08
710,2.0,distance_only,1439.732,2125.525,186.916,0,1,0.022,N13 -> N07 -> N04 -> N06 -> N05 -> N12 -> N09 -> N03 -> N01 -> N02 -> N10 -> N08 -> N11 -> N14
710,2.0,protocol_aware,771.684,2673.66,62.595,1,1,219.554,N03 -> N14 -> N08 -> N09 -> N02 -> N01 -> N12 -> N10 -> N05 -> N07 -> N04 -> N06 -> N11 -> N13
710,2.0,bounded_blackout,762.711,3285.395,48.532,1,1,1284.682,N09 -> N07 -> N06 -> N13 -> N11 -> N10 -> N12 -> N14 -> N02 -> N01 -> N03 -> N04 -> N05 -> N08
710,5.0,distance_only,1437.986,2125.525,210.979,0,1,0.022,N13 -> N07 -> N04 -> N06 -> N05 -> N12 -> N09 -> N03 -> N01 -> N02 -> N10 -> N08 -> N11 -> N14
710,5.0,protocol_aware,1055.579,2673.66,117.011,0,1,219.554,N03 -> N14 -> N08 -> N09 -> N02 -> N01 -> N12 -> N10 -> N05 -> N07 -> N04 -> N06 -> N11 -> N13
710,5.0,bounded_blackout,1267.666,3285.395,134.501,0,1,1284.682,N09 -> N07 -> N06 -> N13 -> N11 -> N10 -> N12 -> N14 -> N02 -> N01 -> N03 -> N04 -> N05 -> N08
710,10.0,distance_only,1438.066,2125.525,198.783,0,1,0.022,N13 -> N07 -> N04 -> N06 -> N05 -> N12 -> N09 -> N03 -> N01 -> N02 -> N10 -> N08 -> N11 -> N14
710,10.0,protocol_aware,769.596,2673.66,67.884,1,1,219.554,N03 -> N14 -> N08 -> N09 -> N02 -> N01 -> N12 -> N10 -> N05 -> N07 -> N04 -> N06 -> N11 -> N13
710,10.0,bounded_blackout,759.587,3285.395,48.532,1,1,1284.682,N09 -> N07 -> N06 -> N13 -> N11 -> N10 -> N12 -> N14 -> N02 -> N01 -> N03 -> N04 -> N05 -> N08
710,20.0,distance_only,966.968,2125.525,94.511,0,1,0.022,N13 -> N07 -> N04 -> N06 -> N05 -> N12 -> N09 -> N03 -> N01 -> N02 -> N10 -> N08 -> N11 -> N14
710,20.0,protocol_aware,1072.132,2673.66,153.592,0,1,219.554,N03 -> N14 -> N08 -> N09 -> N02 -> N01 -> N12 -> N10 -> N05 -> N07 -> N04 -> N06 -> N11 -> N13
710,20.0,bounded_blackout,1275.186,3285.395,131.534,0,1,1284.682,N09 -> N07 -> N06 -> N13 -> N11 -> N10 -> N12 -> N14 -> N02 -> N01 -> N03 -> N04 -> N05 -> N08
710,30.0,distance_only,1176.183,2125.525,100.688,0,1,0.022,N13 -> N07 -> N04 -> N06 -> N05 -> N12 -> N09 -> N03 -> N01 -> N02 -> N10 -> N08 -> N11 -> N14
710,30.0,protocol_aware,1527.494,2673.66,150.083,0,0,219.554,N03 -> N14 -> N08 -> N09 -> N02 -> N01 -> N12 -> N10 -> N05 -> N07 -> N04 -> N06 -> N11 -> N13
710,30.0,bounded_blackout,1569.232,3285.395,255.752,0,0,1284.682,N09 -> N07 -> N06 -> N13 -> N11 -> N10 -> N12 -> N14 -> N02 -> N01 -> N03 -> N04 -> N05 -> N08
711,0.0,distance_only,952.673,2513.813,110.879,0,1,0.023,N07 -> N06 -> N05 -> N14 -> N02 -> N01 -> N03 -> N09 -> N13 -> N10 -> N12 -> N04 -> N11 -> N08
711,0.0,protocol_aware,695.4,3019.878,94.784,0,1,300.42,N14 -> N05 -> N01 -> N02 -> N04 -> N03 -> N09 -> N10 -> N13 -> N12 -> N07 -> N11 -> N06 -> N08
711,0.0,bounded_blackout,617.146,3236.42,65.15,1,1,2017.603,N13 -> N08 -> N02 -> N07 -> N05 -> N12 -> N04 -> N10 -> N09 -> N03 -> N11 -> N14 -> N06 -> N01
711,2.0,distance_only,951.321,2513.813,110.844,0,1,0.023,N07 -> N06 -> N05 -> N14 -> N02 -> N01 -> N03 -> N09 -> N13 -> N10 -> N12 -> N04 -> N11 -> N08
711,2.0,protocol_aware,694.048,3019.878,93.882,0,1,300.42,N14 -> N05 -> N01 -> N02 -> N04 -> N03 -> N09 -> N10 -> N13 -> N12 -> N07 -> N11 -> N06 -> N08
711,2.0,bounded_blackout,616.696,3236.42,65.704,1,1,2017.603,N13 -> N08 -> N02 -> N07 -> N05 -> N12 -> N04 -> N10 -> N09 -> N03 -> N11 -> N14 -> N06 -> N01
711,5.0,distance_only,955.252,2513.813,113.391,0,1,0.023,N07 -> N06 -> N05 -> N14 -> N02 -> N01 -> N03 -> N09 -> N13 -> N10 -> N12 -> N04 -> N11 -> N08
711,5.0,protocol_aware,697.979,3019.878,93.74,0,1,300.42,N14 -> N05 -> N01 -> N02 -> N04 -> N03 -> N09 -> N10 -> N13 -> N12 -> N07 -> N11 -> N06 -> N08
711,5.0,bounded_blackout,620.768,3236.42,65.291,1,1,2017.603,N13 -> N08 -> N02 -> N07 -> N05 -> N12 -> N04 -> N10 -> N09 -> N03 -> N11 -> N14 -> N06 -> N01
711,10.0,distance_only,949.72,2513.813,114.396,0,1,0.023,N07 -> N06 -> N05 -> N14 -> N02 -> N01 -> N03 -> N09 -> N13 -> N10 -> N12 -> N04 -> N11 -> N08
711,10.0,protocol_aware,932.447,3019.878,106.656,0,1,300.42,N14 -> N05 -> N01 -> N02 -> N04 -> N03 -> N09 -> N10 -> N13 -> N12 -> N07 -> N11 -> N06 -> N08
711,10.0,bounded_blackout,1106.539,3236.42,101.968,0,1,2017.603,N13 -> N08 -> N02 -> N07 -> N05 -> N12 -> N04 -> N10 -> N09 -> N03 -> N11 -> N14 -> N06 -> N01
711,20.0,distance_only,1186.746,2513.813,172.902,0,1,0.023,N07 -> N06 -> N05 -> N14 -> N02 -> N01 -> N03 -> N09 -> N13 -> N10 -> N12 -> N04 -> N11 -> N08
711,20.0,protocol_aware,929.473,3019.878,130.979,0,1,300.42,N14 -> N05 -> N01 -> N02 -> N04 -> N03 -> N09 -> N10 -> N13 -> N12 -> N07 -> N11 -> N06 -> N08
711,20.0,bounded_blackout,1186.809,3236.42,159.797,0,1,2017.603,N13 -> N08 -> N02 -> N07 -> N05 -> N12 -> N04 -> N10 -> N09 -> N03 -> N11 -> N14 -> N06 -> N01
711,30.0,distance_only,936.269,2513.813,110.951,0,1,0.023,N07 -> N06 -> N05 -> N14 -> N02 -> N01 -> N03 -> N09 -> N13 -> N10 -> N12 -> N04 -> N11 -> N08
711,30.0,protocol_aware,909.959,3019.878,95.483,0,1,300.42,N14 -> N05 -> N01 -> N02 -> N04 -> N03 -> N09 -> N10 -> N13 -> N12 -> N07 -> N11 -> N06 -> N08
711,30.0,bounded_blackout,1101.77,3236.42,149.652,0,1,2017.603,N13 -> N08 -> N02 -> N07 -> N05 -> N12 -> N04 -> N10 -> N09 -> N03 -> N11 -> N14 -> N06 -> N01
712,0.0,distance_only,1563.678,3113.219,113.977,0,0,0.021,N04 -> N12 -> N07 -> N14 -> N05 -> N10 -> N01 -> N13 -> N02 -> N06 -> N03 -> N11 -> N09 -> N08
712,0.0,protocol_aware,1246.004,4349.133,109.317,0,1,187.659,N05 -> N12 -> N11 -> N01 -> N10 -> N13 -> N06 -> N08 -> N03 -> N14 -> N07 -> N04 -> N02 -> N09
712,0.0,bounded_blackout,1169.546,3711.476,59.559,1,1,1999.378,N09 -> N03 -> N10 -> N14 -> N08 -> N11 -> N05 -> N12 -> N02 -> N06 -> N01 -> N13 -> N04 -> N07
712,2.0,distance_only,1564.167,3113.219,115.659,0,0,0.021,N04 -> N12 -> N07 -> N14 -> N05 -> N10 -> N01 -> N13 -> N02 -> N06 -> N03 -> N11 -> N09 -> N08
712,2.0,protocol_aware,1244.08,4349.133,107.12,0,1,187.659,N05 -> N12 -> N11 -> N01 -> N10 -> N13 -> N06 -> N08 -> N03 -> N14 -> N07 -> N04 -> N02 -> N09
712,2.0,bounded_blackout,1170.117,3711.476,58.019,1,1,1999.378,N09 -> N03 -> N10 -> N14 -> N08 -> N11 -> N05 -> N12 -> N02 -> N06 -> N01 -> N13 -> N04 -> N07
712,5.0,distance_only,1563.462,3113.219,114.835,0,0,0.021,N04 -> N12 -> N07 -> N14 -> N05 -> N10 -> N01 -> N13 -> N02 -> N06 -> N03 -> N11 -> N09 -> N08
712,5.0,protocol_aware,1485.816,4349.133,207.403,0,1,187.659,N05 -> N12 -> N11 -> N01 -> N10 -> N13 -> N06 -> N08 -> N03 -> N14 -> N07 -> N04 -> N02 -> N09
712,5.0,bounded_blackout,1169.093,3711.476,59.37,1,1,1999.378,N09 -> N03 -> N10 -> N14 -> N08 -> N11 -> N05 -> N12 -> N02 -> N06 -> N01 -> N13 -> N04 -> N07
712,10.0,distance_only,1563.58,3113.219,109.985,0,0,0.021,N04 -> N12 -> N07 -> N14 -> N05 -> N10 -> N01 -> N13 -> N02 -> N06 -> N03 -> N11 -> N09 -> N08
712,10.0,protocol_aware,1263.968,4349.133,84.662,1,1,187.659,N05 -> N12 -> N11 -> N01 -> N10 -> N13 -> N06 -> N08 -> N03 -> N14 -> N07 -> N04 -> N02 -> N09
712,10.0,bounded_blackout,1448.206,3711.476,229.985,0,1,1999.378,N09 -> N03 -> N10 -> N14 -> N08 -> N11 -> N05 -> N12 -> N02 -> N06 -> N01 -> N13 -> N04 -> N07
712,20.0,distance_only,1784.732,3113.219,209.213,0,0,0.021,N04 -> N12 -> N07 -> N14 -> N05 -> N10 -> N01 -> N13 -> N02 -> N06 -> N03 -> N11 -> N09 -> N08
712,20.0,protocol_aware,1468.163,4349.133,219.933,0,1,187.659,N05 -> N12 -> N11 -> N01 -> N10 -> N13 -> N06 -> N08 -> N03 -> N14 -> N07 -> N04 -> N02 -> N09
712,20.0,bounded_blackout,1470.804,3711.476,124.693,0,1,1999.378,N09 -> N03 -> N10 -> N14 -> N08 -> N11 -> N05 -> N12 -> N02 -> N06 -> N01 -> N13 -> N04 -> N07
712,30.0,distance_only,1556.647,3113.219,132.086,0,0,0.021,N04 -> N12 -> N07 -> N14 -> N05 -> N10 -> N01 -> N13 -> N02 -> N06 -> N03 -> N11 -> N09 -> N08
712,30.0,protocol_aware,1734.242,4349.133,185.387,0,0,187.659,N05 -> N12 -> N11 -> N01 -> N10 -> N13 -> N06 -> N08 -> N03 -> N14 -> N07 -> N04 -> N02 -> N09
712,30.0,bounded_blackout,1689.936,3711.476,181.397,0,0,1999.378,N09 -> N03 -> N10 -> N14 -> N08 -> N11 -> N05 -> N12 -> N02 -> N06 -> N01 -> N13 -> N04 -> N07
713,0.0,distance_only,1281.917,2579.267,209.126,0,1,0.023,N13 -> N04 -> N08 -> N01 -> N05 -> N09 -> N11 -> N10 -> N12 -> N03 -> N14 -> N02 -> N06 -> N07
713,0.0,protocol_aware,994.373,3548.021,113.864,0,1,251.637,N13 -> N01 -> N07 -> N06 -> N03 -> N12 -> N11 -> N02 -> N14 -> N10 -> N05 -> N08 -> N04 -> N09
713,0.0,bounded_blackout,818.612,2930.33,54.991,1,1,1440.511,N13 -> N01 -> N04 -> N12 -> N10 -> N06 -> N03 -> N02 -> N14 -> N05 -> N09 -> N11 -> N07 -> N08
713,2.0,distance_only,1280.762,2579.267,207.913,0,1,0.023,N13 -> N04 -> N08 -> N01 -> N05 -> N09 -> N11 -> N10 -> N12 -> N03 -> N14 -> N02 -> N06 -> N07
713,2.0,protocol_aware,1278.611,3548.021,117.683,0,1,251.637,N13 -> N01 -> N07 -> N06 -> N03 -> N12 -> N11 -> N02 -> N14 -> N10 -> N05 -> N08 -> N04 -> N09
713,2.0,bounded_blackout,819.167,2930.33,56.297,1,1,1440.511,N13 -> N01 -> N04 -> N12 -> N10 -> N06 -> N03 -> N02 -> N14 -> N05 -> N09 -> N11 -> N07 -> N08
713,5.0,distance_only,1279.353,2579.267,202.332,0,1,0.023,N13 -> N04 -> N08 -> N01 -> N05 -> N09 -> N11 -> N10 -> N12 -> N03 -> N14 -> N02 -> N06 -> N07
713,5.0,protocol_aware,994.348,3548.021,114.328,0,1,251.637,N13 -> N01 -> N07 -> N06 -> N03 -> N12 -> N11 -> N02 -> N14 -> N10 -> N05 -> N08 -> N04 -> N09
713,5.0,bounded_blackout,1296.048,2930.33,219.034,0,1,1440.511,N13 -> N01 -> N04 -> N12 -> N10 -> N06 -> N03 -> N02 -> N14 -> N05 -> N09 -> N11 -> N07 -> N08
713,10.0,distance_only,1274.029,2579.267,105.083,0,1,0.023,N13 -> N04 -> N08 -> N01 -> N05 -> N09 -> N11 -> N10 -> N12 -> N03 -> N14 -> N02 -> N06 -> N07
713,10.0,protocol_aware,1489.088,3548.021,215.667,0,1,251.637,N13 -> N01 -> N07 -> N06 -> N03 -> N12 -> N11 -> N02 -> N14 -> N10 -> N05 -> N08 -> N04 -> N09
713,10.0,bounded_blackout,1298.107,2930.33,215.777,0,1,1440.511,N13 -> N01 -> N04 -> N12 -> N10 -> N06 -> N03 -> N02 -> N14 -> N05 -> N09 -> N11 -> N07 -> N08
713,20.0,distance_only,1264.846,2579.267,182.144,0,1,0.023,N13 -> N04 -> N08 -> N01 -> N05 -> N09 -> N11 -> N10 -> N12 -> N03 -> N14 -> N02 -> N06 -> N07
713,20.0,protocol_aware,1272.418,3548.021,226.668,0,1,251.637,N13 -> N01 -> N07 -> N06 -> N03 -> N12 -> N11 -> N02 -> N14 -> N10 -> N05 -> N08 -> N04 -> N09
713,20.0,bounded_blackout,1293.73,2930.33,193.129,0,1,1440.511,N13 -> N01 -> N04 -> N12 -> N10 -> N06 -> N03 -> N02 -> N14 -> N05 -> N09 -> N11 -> N07 -> N08
713,30.0,distance_only,1528.991,2579.267,168.349,0,0,0.023,N13 -> N04 -> N08 -> N01 -> N05 -> N09 -> N11 -> N10 -> N12 -> N03 -> N14 -> N02 -> N06 -> N07
713,30.0,protocol_aware,1071.691,3548.021,93.1,0,1,251.637,N13 -> N01 -> N07 -> N06 -> N03 -> N12 -> N11 -> N02 -> N14 -> N10 -> N05 -> N08 -> N04 -> N09
713,30.0,bounded_blackout,1310.913,2930.33,253.48,0,1,1440.511,N13 -> N01 -> N04 -> N12 -> N10 -> N06 -> N03 -> N02 -> N14 -> N05 -> N09 -> N11 -> N07 -> N08
714,0.0,distance_only,1935.143,2352.946,178.877,0,0,0.022,N03 -> N01 -> N07 -> N10 -> N08 -> N12 -> N09 -> N05 -> N11 -> N14 -> N04 -> N06 -> N13 -> N02
714,0.0,protocol_aware,1432.107,2764.003,109.879,0,1,558.936,N06 -> N05 -> N14 -> N04 -> N11 -> N09 -> N08 -> N10 -> N12 -> N01 -> N13 -> N07 -> N03 -> N02
714,0.0,bounded_blackout,1452.686,2560.218,69.496,1,1,2854.434,N03 -> N09 -> N12 -> N11 -> N10 -> N01 -> N08 -> N14 -> N05 -> N06 -> N07 -> N04 -> N13 -> N02
714,2.0,distance_only,1934.544,2352.946,178.76,0,0,0.022,N03 -> N01 -> N07 -> N10 -> N08 -> N12 -> N09 -> N05 -> N11 -> N14 -> N04 -> N06 -> N13 -> N02
714,2.0,protocol_aware,1431.508,2764.003,110.664,0,1,558.936,N06 -> N05 -> N14 -> N04 -> N11 -> N09 -> N08 -> N10 -> N12 -> N01 -> N13 -> N07 -> N03 -> N02
714,2.0,bounded_blackout,1452.241,2560.218,70.159,1,1,2854.434,N03 -> N09 -> N12 -> N11 -> N10 -> N01 -> N08 -> N14 -> N05 -> N06 -> N07 -> N04 -> N13 -> N02
714,5.0,distance_only,1931.962,2352.946,185.208,0,0,0.022,N03 -> N01 -> N07 -> N10 -> N08 -> N12 -> N09 -> N05 -> N11 -> N14 -> N04 -> N06 -> N13 -> N02
714,5.0,protocol_aware,1428.926,2764.003,138.591,0,1,558.936,N06 -> N05 -> N14 -> N04 -> N11 -> N09 -> N08 -> N10 -> N12 -> N01 -> N13 -> N07 -> N03 -> N02
714,5.0,bounded_blackout,1449.505,2560.218,70.599,1,1,2854.434,N03 -> N09 -> N12 -> N11 -> N10 -> N01 -> N08 -> N14 -> N05 -> N06 -> N07 -> N04 -> N13 -> N02
714,10.0,distance_only,1934.549,2352.946,173.572,0,0,0.022,N03 -> N01 -> N07 -> N10 -> N08 -> N12 -> N09 -> N05 -> N11 -> N14 -> N04 -> N06 -> N13 -> N02
714,10.0,protocol_aware,1431.513,2764.003,134.677,0,1,558.936,N06 -> N05 -> N14 -> N04 -> N11 -> N09 -> N08 -> N10 -> N12 -> N01 -> N13 -> N07 -> N03 -> N02
714,10.0,bounded_blackout,1932.091,2560.218,246.333,0,0,2854.434,N03 -> N09 -> N12 -> N11 -> N10 -> N01 -> N08 -> N14 -> N05 -> N06 -> N07 -> N04 -> N13 -> N02
714,20.0,distance_only,1936.72,2352.946,166.198,0,0,0.022,N03 -> N01 -> N07 -> N10 -> N08 -> N12 -> N09 -> N05 -> N11 -> N14 -> N04 -> N06 -> N13 -> N02
714,20.0,protocol_aware,1433.684,2764.003,128.606,0,1,558.936,N06 -> N05 -> N14 -> N04 -> N11 -> N09 -> N08 -> N10 -> N12 -> N01 -> N13 -> N07 -> N03 -> N02
714,20.0,bounded_blackout,1934.263,2560.218,236.1,0,0,2854.434,N03 -> N09 -> N12 -> N11 -> N10 -> N01 -> N08 -> N14 -> N05 -> N06 -> N07 -> N04 -> N13 -> N02
714,30.0,distance_only,2158.447,2352.946,225.847,0,0,0.022,N03 -> N01 -> N07 -> N10 -> N08 -> N12 -> N09 -> N05 -> N11 -> N14 -> N04 -> N06 -> N13 -> N02
714,30.0,protocol_aware,2135.411,2764.003,227.027,0,0,558.936,N06 -> N05 -> N14 -> N04 -> N11 -> N09 -> N08 -> N10 -> N12 -> N01 -> N13 -> N07 -> N03 -> N02
714,30.0,bounded_blackout,2155.99,2560.218,226.681,0,0,2854.434,N03 -> N09 -> N12 -> N11 -> N10 -> N01 -> N08 -> N14 -> N05 -> N06 -> N07 -> N04 -> N13 -> N02
715,0.0,distance_only,1404.046,2270.284,158.373,0,1,0.021,N07 -> N06 -> N10 -> N04 -> N12 -> N02 -> N05 -> N11 -> N08 -> N01 -> N03 -> N14 -> N09 -> N13
715,0.0,protocol_aware,850.622,2970.036,56.251,1,1,284.185,N04 -> N03 -> N12 -> N14 -> N11 -> N08 -> N02 -> N06 -> N10 -> N01 -> N09 -> N05 -> N13 -> N07
715,0.0,bounded_blackout,786.09,3004.696,55.202,1,1,1672.816,N04 -> N07 -> N03 -> N14 -> N13 -> N12 -> N02 -> N10 -> N06 -> N05 -> N08 -> N11 -> N01 -> N09
715,2.0,distance_only,1405.146,2270.284,159.412,0,1,0.021,N07 -> N06 -> N10 -> N04 -> N12 -> N02 -> N05 -> N11 -> N08 -> N01 -> N03 -> N14 -> N09 -> N13
715,2.0,protocol_aware,852.508,2970.036,56.303,1,1,284.185,N04 -> N03 -> N12 -> N14 -> N11 -> N08 -> N02 -> N06 -> N10 -> N01 -> N09 -> N05 -> N13 -> N07
715,2.0,bounded_blackout,786.541,3004.696,55.202,1,1,1672.816,N04 -> N07 -> N03 -> N14 -> N13 -> N12 -> N02 -> N10 -> N06 -> N05 -> N08 -> N11 -> N01 -> N09
715,5.0,distance_only,1407.356,2270.284,155.939,0,1,0.021,N07 -> N06 -> N10 -> N04 -> N12 -> N02 -> N05 -> N11 -> N08 -> N01 -> N03 -> N14 -> N09 -> N13
715,5.0,protocol_aware,1332.797,2970.036,194.158,0,1,284.185,N04 -> N03 -> N12 -> N14 -> N11 -> N08 -> N02 -> N06 -> N10 -> N01 -> N09 -> N05 -> N13 -> N07
715,5.0,bounded_blackout,788.698,3004.696,55.202,1,1,1672.816,N04 -> N07 -> N03 -> N14 -> N13 -> N12 -> N02 -> N10 -> N06 -> N05 -> N08 -> N11 -> N01 -> N09
715,10.0,distance_only,1402.823,2270.284,164.881,0,1,0.021,N07 -> N06 -> N10 -> N04 -> N12 -> N02 -> N05 -> N11 -> N08 -> N01 -> N03 -> N14 -> N09 -> N13
715,10.0,protocol_aware,847.245,2970.036,58.887,1,1,284.185,N04 -> N03 -> N12 -> N14 -> N11 -> N08 -> N02 -> N06 -> N10 -> N01 -> N09 -> N05 -> N13 -> N07
715,10.0,bounded_blackout,1551.146,3004.696,226.501,0,0,1672.816,N04 -> N07 -> N03 -> N14 -> N13 -> N12 -> N02 -> N10 -> N06 -> N05 -> N08 -> N11 -> N01 -> N09
715,20.0,distance_only,1407.496,2270.284,163.641,0,1,0.021,N07 -> N06 -> N10 -> N04 -> N12 -> N02 -> N05 -> N11 -> N08 -> N01 -> N03 -> N14 -> N09 -> N13
715,20.0,protocol_aware,1410.017,2970.036,202.612,0,1,284.185,N04 -> N03 -> N12 -> N14 -> N11 -> N08 -> N02 -> N06 -> N10 -> N01 -> N09 -> N05 -> N13 -> N07
